"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1-Blatt_K-1_1-B,1_01_8102"	"neg-Exp1-Blatt_K-2_1-B,2_01_8104"	"neg-Exp1-Blatt_K-3_1-B,3_01_8107"	"neg-Exp1-Blatt_K-4_1-B,4_01_8109"	"neg-Exp1-Blatt_K-5_1-B,5_01_8111"	"neg-Exp2-Blatt_K-1_1-D,1_01_8113"	"neg-Exp2-Blatt_K-2_1-D,2_01_8115"	"neg-Exp2-Blatt_K-3_1-D,3_01_8117"	"neg-Exp1-Blatt_P-1_1-C,1_01_8103"	"neg-Exp1-Blatt_P-2_1-C,2_01_8105"	"neg-Exp1-Blatt_P-3_1-C,3_01_8108"	"neg-Exp1-Blatt_P-4_1-C,4_01_8110"	"neg-Exp1-Blatt_P-5_1-C,5_01_8112"	"neg-Exp2-Blatt_P-1_1-E,1_01_8114"	"neg-Exp2-Blatt_P-2_1-E,2_01_8116"	"neg-Exp2-Blatt_P-3_1-E,3_01_8118"	"neg-Exp2-Blatt_P-4_1-E,4_01_8121"	"neg-Exp2-Blatt_P-5_1-E,5_01_8122"
""	""	""	""	""	"205.1238"	""	""	""	" 347.10603"	""	""	""	""	""	""	""	""	""	""	""	"   2608.9705"	"   2576.9016"	"2.220296e+03"	"   1962.4513"	"   2348.4492"	"1.881176e+03"	"   1731.1985"	"2.589628e+03"	"   2292.0080"	"   2579.0424"	"   2567.6165"	"   2264.4710"	"   2565.3720"	"   1932.3222"	"   2330.4820"	"   2256.6592"	"   2127.3054"	"   2631.7847"
""	""	""	""	""	"205.1242"	""	""	""	" 422.27244"	""	""	""	""	""	""	""	""	""	""	""	"   2422.3586"	"   2391.3497"	"3.138905e+03"	"   2721.2854"	"   2467.8471"	"2.712790e+03"	"   2621.1285"	"2.300805e+03"	"   6493.1059"	"   9546.9598"	"   5910.4545"	"   4310.0433"	"   7472.5051"	"   3954.7330"	"   3861.7619"	"   4279.6932"	"   6176.7382"	"   8142.7513"
""	""	""	""	""	"206.0543"	""	""	""	" 220.42871"	""	""	""	""	""	""	""	""	""	""	""	"   4725.1913"	"   4391.0492"	"4.102617e+03"	"   3678.8819"	"   4151.2697"	"3.216682e+03"	"   4997.7084"	"4.419084e+03"	"   3897.9959"	"   3667.1824"	"   4510.0673"	"   3166.9329"	"   2057.3615"	"   2598.9351"	"   3188.4569"	"   2976.4677"	"   3215.4693"	"   3146.1265"
""	""	""	""	""	"206.0837"	""	""	""	" 250.13849"	""	""	""	""	""	""	""	""	""	""	""	"   2218.1802"	"   2104.8892"	"1.285212e+03"	"   1521.8658"	"   1115.1571"	"1.923377e+03"	"   1549.2633"	"1.209757e+03"	"   1900.7308"	"   1351.4053"	"   1619.0415"	"    878.8424"	"   1434.0930"	"   1080.5400"	"   1385.1583"	"   1139.3764"	"   1612.7067"	"   1419.2640"
""	""	""	""	""	"208.0380"	""	""	""	" 284.06661"	""	""	""	""	""	""	""	""	""	""	""	"  25960.0788"	"  22874.6223"	"2.275990e+04"	"  21590.7900"	"  17050.1165"	"2.181290e+04"	"  23116.1666"	"2.043820e+04"	"  29213.1214"	"  29760.2072"	"  28377.1471"	"  26678.6680"	"  27118.9271"	"  24729.5738"	"  26034.7403"	"  25847.5709"	"  25640.7783"	"  28532.4253"
""	""	""	""	""	"208.0580"	""	""	""	"  26.16334"	""	""	""	""	""	""	""	""	""	""	""	"  45466.1469"	"  36158.6325"	"3.231738e+04"	"  32914.6809"	"  31652.9029"	"3.359811e+04"	"  33031.8446"	"3.034766e+04"	"   8528.8782"	"   5044.6305"	"   6784.7486"	"   6555.6254"	"   6433.2150"	"   8566.2002"	"   7795.1855"	"   9289.9050"	"   7925.3123"	"   6987.2867"
""	""	""	""	""	"209.0458"	""	""	""	" 240.46944"	""	""	""	""	""	""	""	""	""	""	""	"  10345.0603"	"   7103.9475"	"3.965216e+03"	"   5357.9217"	"   4590.2168"	"6.405201e+03"	"   5168.2167"	"4.995684e+03"	"  16377.3967"	"  13520.5053"	"   7771.1786"	"   6053.4842"	"   8002.8952"	"  10207.4845"	"  12835.8622"	"  13485.3632"	"   8677.9718"	"  11918.4043"
""	""	""	""	""	"209.9497"	""	""	""	"  26.00091"	""	""	""	""	""	""	""	""	""	""	""	"   6974.8070"	"   9763.6356"	"1.324042e+04"	"  14045.6786"	"  12139.8460"	"8.211273e+03"	"   9867.9611"	"8.927260e+03"	"  12422.7801"	"  16218.0967"	"  17703.4149"	"  21501.8857"	"  19274.0233"	"  12563.1231"	"   8478.7658"	"   8210.4025"	"  10982.2406"	"  11626.0220"
""	""	""	""	""	"214.0741"	""	""	""	" 188.73136"	""	""	""	""	""	""	""	""	""	""	""	"  74831.0338"	"  76609.5804"	"8.560031e+04"	"  81215.7061"	"  82119.7835"	"8.080582e+04"	"  78983.4245"	"8.197675e+04"	"  68041.5126"	"  65085.8179"	"  74881.2666"	"  73715.4068"	"  72322.8100"	"  74734.3971"	"  72251.6374"	"  74526.1741"	"  75171.0470"	"  75500.3206"
""	""	""	""	""	"215.0318"	""	""	""	"  23.78465"	""	""	""	""	""	""	""	""	""	""	""	"   2327.0807"	"   2689.3440"	"2.820127e+03"	"   1215.3888"	"   2272.9600"	"2.153312e+03"	"   2903.1393"	"2.237593e+03"	"   4161.0795"	"   9083.7495"	"   8966.8468"	"   6201.8324"	"   6701.0926"	"   5662.5264"	"   3853.5735"	"   5182.7437"	"   5824.2281"	"   5506.9071"
""	""	""	""	""	"215.0765"	""	""	""	" 188.71667"	""	""	""	""	""	""	""	""	""	""	""	"   9603.6923"	"  10306.3740"	"1.108088e+04"	"   9814.1309"	"  10445.9275"	"1.046086e+04"	"   9985.3243"	"1.071684e+04"	"   8919.8124"	"   8217.3471"	"   9839.0398"	"   9509.9984"	"   9819.7661"	"   9946.1573"	"   8769.9285"	"   9869.2887"	"  10031.0058"	"   9554.9568"
""	""	""	""	""	"218.1037"	""	""	""	"  92.88636"	""	""	""	""	""	""	""	""	""	""	""	"  17236.1531"	"  16129.1229"	"1.263494e+04"	"  12180.6309"	"  13106.9592"	"1.273660e+04"	"  14773.2263"	"1.118058e+04"	"  14858.3634"	"  16691.1575"	"  13749.7804"	"  12588.6826"	"  13422.4716"	"  10367.3531"	"  13564.9309"	"  12937.8511"	"  14426.8968"	"  13824.9493"
""	""	""	""	""	"218.8795"	""	""	""	"  22.54395"	""	""	""	""	""	""	""	""	""	""	""	"   1179.2611"	"   1487.1900"	"1.217333e+03"	"   1138.5690"	"   1219.9357"	"1.490520e+03"	"   1253.9694"	"1.374353e+03"	"   1921.3197"	"   1438.8865"	"   1368.1859"	"   1600.7906"	"   1699.9420"	"   2044.6950"	"   1866.9000"	"   2060.5854"	"   1953.0523"	"   1765.0967"
""	""	""	""	""	"218.9961"	""	""	""	"  23.60536"	""	""	""	""	""	""	""	""	""	""	""	"   2621.4308"	"   2086.7013"	"3.039529e+03"	"   2575.2947"	"   2577.9208"	"2.516283e+03"	"   1817.4083"	"1.895796e+03"	"   3141.1247"	"   2775.3279"	"   2699.7569"	"    203.4350"	"   2058.6913"	"   2424.8755"	"   2784.9922"	"   2788.3558"	"   2502.9214"	"   2942.8715"
""	""	""	""	""	"219.0281"	""	""	""	" 271.84590"	""	""	""	""	""	""	""	""	""	""	""	"   4046.4121"	"   3438.2030"	"4.407825e+03"	"   4088.8549"	"   4104.5812"	"3.908194e+03"	"   4235.6437"	"4.065244e+03"	"   4497.9782"	"   4196.2968"	"   4526.6420"	"   3953.1184"	"   3885.4044"	"   3267.0013"	"   3699.2067"	"   4191.3044"	"   4228.9471"	"   4313.5638"
""	""	""	""	""	"221.1039"	""	""	""	" 158.32144"	""	""	""	""	""	""	""	""	""	""	""	"   2855.3047"	"   2857.0238"	"3.408078e+03"	"   2617.0809"	"   2173.0860"	"5.233828e+03"	"   5762.5488"	"1.444956e+03"	"  10048.8492"	"  10148.7968"	"  10047.5331"	"   5446.8865"	"   9572.0135"	"   3256.9188"	"   5530.0245"	"   3298.3475"	"   3814.4768"	"   3250.5951"
""	""	""	""	""	"221.1181"	""	""	""	" 323.49795"	""	""	""	""	""	""	""	""	""	""	""	"   5233.3783"	"   4694.3920"	"3.744531e+03"	"   4418.3071"	"   2599.8274"	"3.192436e+03"	"   4258.6472"	"3.558835e+03"	"   4135.1134"	"   3989.9287"	"   4496.8736"	"   3937.4658"	"   4170.5009"	"   3118.2089"	"   3912.3917"	"   3711.9654"	"   4463.8434"	"   4206.1473"
""	""	""	""	""	"221.1179"	""	""	""	" 353.28341"	""	""	""	""	""	""	""	""	""	""	""	"   2200.5265"	"   1840.7442"	"1.180273e+03"	"   1840.9752"	"   1572.6411"	"1.536281e+03"	"   1564.2510"	"1.331819e+03"	"   2459.1937"	"   2192.4395"	"   1222.1266"	"   1027.5135"	"   2170.8166"	"   2065.7227"	"   2337.5801"	"   1465.0572"	"    981.8898"	"   1948.0149"
""	""	""	""	""	"221.1550"	""	""	""	" 394.52175"	""	""	""	""	""	""	""	""	""	""	""	"   4128.3741"	"   7454.9416"	"3.566457e+03"	"   3630.2701"	"   5323.7833"	"3.795059e+03"	"   4354.4942"	"4.462792e+03"	"   2673.2741"	"   2524.5950"	"   1682.5796"	"   2809.4040"	"   2264.1315"	"   3467.6928"	"   1817.8785"	"   1402.0340"	"   3911.7363"	"   1674.1688"
""	""	""	""	""	"222.0776"	""	""	""	" 162.75739"	""	""	""	""	""	""	""	""	""	""	""	"   5159.0794"	"   6315.4895"	"6.871374e+02"	"   3711.2989"	"   4416.6091"	"4.621555e+03"	"   4478.7131"	"5.003429e+03"	"   2015.9910"	"   2188.0224"	"   1451.4735"	"   1159.3311"	"   2575.6380"	"   2610.8328"	"   2155.8639"	"   1818.9342"	"   3323.1282"	"   3620.5795"
""	""	""	""	""	"223.0626"	""	""	""	" 284.32690"	""	""	""	""	""	""	""	""	""	""	""	"1549770.9010"	"1446746.5804"	"1.376000e+06"	"1354539.0250"	"1307262.1953"	"1.394266e+06"	"1389884.3925"	"1.250545e+06"	"1762226.6829"	"1754538.4612"	"1771205.6392"	"1642377.2878"	"1658143.3873"	"1542542.6006"	"1574703.6550"	"1606360.2034"	"1604003.7746"	"1753483.4533"
""	""	""	""	""	"223.0613"	""	""	""	" 227.43273"	""	""	""	""	""	""	""	""	""	""	""	"  13334.5439"	"  12245.3783"	"1.883231e+04"	"  13447.7223"	"  14172.2312"	"1.540737e+04"	"  15313.0583"	"1.164324e+04"	"  17434.3649"	"  17906.2894"	"  19669.1755"	"  14485.1536"	"  18438.2048"	"  16163.3039"	"  15800.0235"	"  12167.7648"	"  17925.2614"	"  16401.9321"
""	""	""	""	""	"223.0618"	""	""	""	" 200.10969"	""	""	""	""	""	""	""	""	""	""	""	"   2509.6900"	"   2248.1124"	"3.660890e+03"	"   3051.1915"	"   1767.1105"	"2.131604e+03"	"   2498.8743"	"1.868900e+03"	"   4481.7920"	"   5389.4883"	"   5093.5072"	"   4285.7748"	"   4650.8831"	"   3738.0291"	"   3824.7841"	"   3955.7966"	"   3510.7196"	"   3545.6965"
""	""	""	""	""	"223.0978"	""	""	""	" 371.53573"	""	""	""	""	""	""	""	""	""	""	""	"  28971.3383"	"  24957.4743"	"1.906169e+04"	"  22751.3089"	"  18811.3145"	"2.138011e+04"	"  24046.0170"	"2.039553e+04"	"  32747.6990"	"  34364.5249"	"  28072.6340"	"  31616.8005"	"  30849.0835"	"  26696.1407"	"  31137.8622"	"  27407.3635"	"  31272.9200"	"  27422.1660"
""	""	""	""	""	"223.0619"	""	""	""	" 220.36316"	""	""	""	""	""	""	""	""	""	""	""	"  29611.7988"	"  30134.6181"	"2.822309e+04"	"  23227.7935"	"  28914.1164"	"2.474118e+04"	"  27861.7263"	"2.673801e+04"	"  25236.0595"	"  27801.5595"	"  27832.2320"	"  22350.6348"	"  21315.5747"	"  18679.4928"	"  18714.2143"	"  18058.3141"	"  19564.9309"	"  22470.9073"
""	""	""	""	""	"224.0653"	""	""	""	" 284.27475"	""	""	""	""	""	""	""	""	""	""	""	" 184263.5717"	" 176800.2532"	"1.653381e+05"	" 164684.4807"	" 163475.7575"	"1.720079e+05"	" 177298.6650"	"1.565172e+05"	" 207920.7668"	" 215815.7106"	" 214479.3938"	" 201947.7343"	" 206199.4300"	" 194191.4730"	" 199909.8006"	" 202076.4556"	" 198846.6149"	" 217852.4589"
""	""	""	""	""	"224.0565"	""	""	""	"  65.82246"	""	""	""	""	""	""	""	""	""	""	""	"  14910.8912"	"  13779.9147"	"1.177600e+04"	"  12067.7873"	"  10860.1331"	"1.241820e+04"	"  11582.7885"	"1.009180e+04"	"  26215.1248"	"  27972.5102"	"  22272.7975"	"  24052.0497"	"  23690.5019"	"  14300.2212"	"  16887.9796"	"  18142.6169"	"  16734.5217"	"  19792.3317"
""	""	""	""	""	"224.1009"	""	""	""	" 371.56661"	""	""	""	""	""	""	""	""	""	""	""	"   3872.7032"	"   3197.5097"	"2.266793e+03"	"   1621.5356"	"   1693.9260"	"2.691851e+03"	"   2800.8530"	"2.312291e+03"	"   3714.5230"	"   3803.3394"	"   3471.5268"	"   3870.6246"	"   3684.6308"	"   2663.3381"	"   4235.1385"	"   3450.8510"	"   3040.7483"	"   3568.3311"
""	""	""	""	""	"225.0670"	""	""	""	" 284.25074"	""	""	""	""	""	""	""	""	""	""	""	"  25105.4593"	"  24728.9601"	"2.287546e+04"	"  22851.4200"	"  23289.8466"	"2.471319e+04"	"  24954.4710"	"2.219985e+04"	"  29226.3480"	"  31621.9493"	"  32351.5660"	"  29998.2630"	"  29633.3768"	"  27414.3501"	"  26693.7751"	"  28335.6335"	"  28339.7614"	"  28378.3156"
""	""	""	""	""	"225.0618"	""	""	""	"  22.87565"	""	""	""	""	""	""	""	""	""	""	""	"    514.3271"	"    511.5110"	"2.918523e+02"	"    704.1145"	"    842.7479"	"5.547110e+02"	"    497.9215"	"4.841734e+02"	"   2818.1964"	"   4009.0677"	"   3481.1791"	"   2848.3542"	"   2930.5037"	"   1928.8843"	"   2375.3965"	"   2736.7405"	"   2481.6504"	"   3001.4849"
""	""	""	""	""	"225.1133"	""	""	""	" 330.44803"	""	""	""	""	""	""	""	""	""	""	""	"  15382.2013"	"  16569.7329"	"1.054736e+04"	"  10230.7868"	"  13329.7915"	"1.284394e+04"	"  16828.8069"	"1.527816e+04"	"   5248.7338"	"   4099.7129"	"   3573.1907"	"   5837.8897"	"   3989.5276"	"   4640.0550"	"   4596.2748"	"   5092.8909"	"   4601.8103"	"   4153.4532"
""	""	""	""	""	"225.1138"	""	""	""	" 359.28954"	""	""	""	""	""	""	""	""	""	""	""	"   3359.8110"	"   3354.8982"	"1.954369e+03"	"   2346.5060"	"   3042.5128"	"1.793305e+03"	"   3037.8515"	"2.693680e+03"	"   1741.3170"	"   1249.3959"	"   1681.0475"	"   1092.2594"	"   1069.1034"	"   1818.9090"	"   1896.1880"	"   1417.3750"	"   2020.1586"	"   2074.3700"
""	""	""	""	""	"226.9670"	""	""	""	"  20.60421"	""	""	""	""	""	""	""	""	""	""	""	"   5992.6253"	"   6356.2239"	"7.137440e+03"	"   6946.1678"	"   6202.6120"	"6.354485e+03"	"   5527.8788"	"6.204939e+03"	"   7934.3479"	"   7052.8009"	"   6992.5155"	"   7461.2701"	"   7244.7158"	"   6569.4757"	"   6704.7686"	"   6858.0940"	"   7455.1005"	"   6682.9392"
""	""	""	""	""	"227.9685"	""	""	""	"  20.72792"	""	""	""	""	""	""	""	""	""	""	""	"    563.4494"	"   1177.2354"	"1.202907e+03"	"    763.7883"	"   1306.5222"	"7.980536e+02"	"    735.4469"	"6.919327e+02"	"    788.0464"	"   1289.0392"	"    930.8703"	"   1298.1197"	"   1214.1055"	"   1042.6043"	"   1093.4387"	"    845.2414"	"   1205.2750"	"   1087.3438"
""	""	""	""	""	"228.9669"	""	""	""	"  20.41804"	""	""	""	""	""	""	""	""	""	""	""	"    863.4419"	"   1205.9288"	"1.388861e+03"	"   1345.9945"	"   1313.1881"	"1.262819e+03"	"    882.9828"	"1.118807e+03"	"   1485.3408"	"   1522.4241"	"   1390.9988"	"   1596.1530"	"   1179.1474"	"   1612.1082"	"   1294.0758"	"   1158.9434"	"   1895.9475"	"   1385.3393"
""	""	""	""	""	"229.0235"	""	""	""	"  22.72941"	""	""	""	""	""	""	""	""	""	""	""	"   4898.2165"	"   5917.3988"	"5.145522e+03"	"   5966.3632"	"   5338.6701"	"5.230171e+03"	"   4917.9312"	"4.667745e+03"	"   5812.1509"	"   4813.6361"	"   4337.8573"	"   5170.0906"	"   4066.0076"	"   5293.3333"	"   4970.6416"	"   6569.6665"	"   5405.5174"	"   5678.0057"
""	""	""	""	""	"231.9989"	""	""	""	"  24.09037"	""	""	""	""	""	""	""	""	""	""	""	"   2629.9810"	"   2924.4740"	"3.777856e+03"	"   4468.0928"	"   4490.5060"	"4.059713e+03"	"   4245.5719"	"4.176711e+03"	"   2292.4888"	"   2808.1024"	"   2547.3943"	"   2961.3737"	"   2593.7562"	"   2167.1220"	"   2658.9809"	"   3138.5118"	"   2100.1567"	"   2378.7318"
""	""	""	""	""	"232.0590"	""	""	""	"  74.10026"	""	""	""	""	""	""	""	""	""	""	""	"   6842.5222"	"   5601.0465"	"5.403827e+03"	"   4748.0395"	"   5732.7461"	"8.207666e+03"	"   6529.3960"	"6.265589e+03"	"  11381.0873"	"  10276.0687"	"   9917.6393"	"  10377.7457"	"  10850.0890"	"   5443.6600"	"   9589.0335"	"   5269.4579"	"   6643.8570"	"   3771.4487"
""	""	""	""	""	"232.8868"	""	""	""	"  22.78459"	""	""	""	""	""	""	""	""	""	""	""	"  10532.2464"	"   8193.9628"	"3.958731e+03"	"   6704.0072"	"   7428.1749"	"9.931050e+03"	"  10614.5735"	"9.939681e+03"	"   2885.7755"	"   1652.4947"	"   2312.4890"	"   2838.3050"	"   2892.7085"	"   4466.2757"	"   4880.3940"	"   2305.4855"	"   3970.0609"	"   2938.2167"
""	""	""	""	""	"232.9840"	""	""	""	"  25.16585"	""	""	""	""	""	""	""	""	""	""	""	"   2025.8576"	"   2180.9488"	"1.642021e+03"	"   1997.1435"	"   1498.5644"	"1.951968e+03"	"   2685.1580"	"1.398652e+03"	"   4189.0486"	"   4803.0468"	"   2654.6057"	"   2422.4771"	"   2466.9224"	"   2822.9394"	"   4240.1334"	"   4383.8672"	"   4081.3358"	"   4271.4680"
""	""	""	""	""	"233.9662"	""	""	""	"  28.56924"	""	""	""	""	""	""	""	""	""	""	""	"   3094.7062"	"   3178.8536"	"2.906217e+03"	"   2679.9732"	"    359.6667"	"3.501725e+03"	"    342.6791"	"4.180998e+03"	"   8558.5756"	"   8943.4511"	"   9217.9400"	"   6447.2826"	"  10213.1716"	"   7296.6442"	"   7102.2454"	"   7427.1067"	"   7905.5237"	"  10249.1502"
""	""	""	""	""	"235.0980"	""	""	""	" 309.10404"	""	""	""	""	""	""	""	""	""	""	""	"   5209.8267"	"   3779.7865"	"3.530602e+03"	"   4624.3684"	"   3070.7843"	"3.741043e+03"	"   4358.6758"	"3.475529e+03"	"   5142.4659"	"   5592.2260"	"   5380.6998"	"   5419.1247"	"   4822.3680"	"   4208.6181"	"   4400.4663"	"   4206.6173"	"   3866.8443"	"   4365.2532"
""	""	""	""	""	"235.1194"	""	""	""	" 234.82370"	""	""	""	""	""	""	""	""	""	""	""	"  55841.8576"	"  55473.7310"	"3.945703e+04"	"  43117.6250"	"  41988.1885"	"2.238335e+04"	"  27588.6069"	"2.455560e+04"	"  48217.2046"	"  49916.2879"	"  39348.4451"	"  35205.9973"	"  41286.1579"	"  20189.0023"	"  16794.5427"	"  22967.3798"	"  16301.2704"	"  24754.0297"
""	""	""	""	""	"236.1003"	""	""	""	"  26.16532"	""	""	""	""	""	""	""	""	""	""	""	"   6346.6966"	"   8427.7557"	"7.811571e+03"	"   7841.4295"	"   8890.2637"	"7.952140e+03"	"   8554.1838"	"7.705221e+03"	"   1404.1106"	"    647.0571"	"   2342.2055"	"   3015.8122"	"   2387.4793"	"   3767.6290"	"   2903.6321"	"   2191.9031"	"   3375.0200"	"   1728.8692"
""	""	""	""	""	"236.1228"	""	""	""	" 234.84369"	""	""	""	""	""	""	""	""	""	""	""	"   6184.8600"	"   5694.7564"	"4.011405e+03"	"   4886.6127"	"   4210.6541"	"2.295298e+03"	"   1547.4641"	"2.560946e+03"	"   5574.2589"	"   4950.0671"	"   4596.9305"	"   3355.9586"	"   4715.3524"	"   2242.7473"	"   1616.6605"	"   2257.3648"	"   1444.8664"	"   2717.9509"
""	""	""	""	""	"237.0410"	""	""	""	" 283.78241"	""	""	""	""	""	""	""	""	""	""	""	"  36142.7786"	"  37176.0169"	"2.792777e+04"	"  27833.4848"	"  23394.9125"	"2.277918e+04"	"  29483.6634"	"3.214469e+04"	"  32723.6901"	"  33828.3392"	"  24852.3620"	"  25792.0784"	"  26582.1929"	"  27190.1419"	"  35053.3037"	"  39373.7760"	"  32879.0029"	"  33305.3146"
""	""	""	""	""	"238.0467"	""	""	""	" 284.09426"	""	""	""	""	""	""	""	""	""	""	""	"   9038.3451"	"   8992.0068"	"6.193436e+03"	"   7009.8365"	"   6703.6835"	"5.921474e+03"	"   7039.3261"	"6.634229e+03"	"  10442.1687"	"   9041.8411"	"   8577.1552"	"   8055.9825"	"   7759.9530"	"   7739.9758"	"   9126.8692"	"   8773.7364"	"   8494.9722"	"   9315.9261"
""	""	""	""	""	"238.0703"	""	""	""	" 216.74908"	""	""	""	""	""	""	""	""	""	""	""	"   3813.4685"	"   3270.3991"	"1.870911e+03"	"   2651.3839"	"   2273.9244"	"2.608481e+03"	"   1885.5799"	"2.490875e+03"	"   3059.8670"	"   2482.6110"	"   1403.1576"	"   2758.2934"	"   2547.6653"	"   1823.7012"	"   1545.2608"	"   1868.6565"	"   1953.4888"	"   1288.6643"
""	""	""	""	""	"239.0522"	""	""	""	" 284.36392"	""	""	""	""	""	""	""	""	""	""	""	"   1307.8456"	"   2125.4592"	"1.827639e+03"	"   1418.0033"	"   1876.8254"	"1.766735e+03"	"   1212.7129"	"1.438367e+03"	"    672.4620"	"   1914.3474"	"   2014.0380"	"   1575.0260"	"    982.7403"	"   1235.8535"	"   2141.1462"	"   1780.1467"	"   1591.0603"	"   2158.8102"
""	""	""	""	""	"241.0725"	""	""	""	" 183.17795"	""	""	""	""	""	""	""	""	""	""	""	"  19917.4111"	"  18674.4674"	"9.697695e+03"	"  11011.2244"	"  10580.5639"	"1.362238e+04"	"  13563.6017"	"1.357925e+04"	"  18734.3564"	"  19655.3153"	"  15051.0925"	"  10041.9145"	"  11992.3416"	"  12473.4343"	"  14721.3157"	"  15666.2673"	"  13900.6371"	"  16035.2434"
""	""	""	""	""	"241.0836"	""	""	""	"  21.23764"	""	""	""	""	""	""	""	""	""	""	""	"   2269.8854"	"   2769.7383"	"3.070629e+03"	"   2190.8990"	"   2948.3368"	"2.911697e+03"	"   2046.3648"	"2.648667e+03"	"   1432.7160"	"    912.3954"	"   1134.9837"	"   1491.4900"	"   1309.3333"	"   2021.3799"	"   1492.0298"	"   1569.2285"	"   1936.9087"	"   1029.1775"
""	""	""	""	""	"242.0535"	""	""	""	"  25.51822"	""	""	""	""	""	""	""	""	""	""	""	"  25162.1871"	"  13766.9596"	"2.015036e+04"	"  14894.9922"	"  17139.6405"	"1.506766e+04"	"  11384.5369"	"1.218669e+04"	"  16670.5654"	"  23991.3854"	"  20258.9326"	"  19890.6529"	"  22880.5487"	"  21738.3203"	"  20077.1634"	"  20374.9610"	"  17522.8987"	"  18474.4362"
""	""	""	""	""	"242.1770"	""	""	""	" 433.57180"	""	""	""	""	""	""	""	""	""	""	""	"   2451.6635"	"   1502.2804"	"2.866206e+03"	"   2033.9443"	"   3120.0923"	"2.530322e+03"	"   1976.5360"	"2.042139e+03"	"   1297.0593"	"   2471.2388"	"   2572.5667"	"   1993.4149"	"   2622.5959"	"   2525.4940"	"   3265.4081"	"   2151.0323"	"   2481.2015"	"   2846.1743"
""	""	""	""	""	"243.9428"	""	""	""	"  21.78475"	""	""	""	""	""	""	""	""	""	""	""	"    650.5317"	"    883.0233"	"8.483426e+02"	"   1009.2678"	"    774.4301"	"7.418150e+02"	"    809.9938"	"6.698006e+02"	"   1229.8204"	"   1607.1567"	"   1390.8284"	"   1303.7967"	"   1296.2530"	"    925.1850"	"   1311.5296"	"   1453.8834"	"   1108.0170"	"    992.9248"
""	""	""	""	""	"244.0622"	""	""	""	" 256.94796"	""	""	""	""	""	""	""	""	""	""	""	"   1419.3510"	"   1621.0754"	"1.757993e+03"	"    955.2729"	"   1250.0796"	"9.277123e+02"	"    817.3076"	"1.309740e+03"	"   8335.2046"	"   8266.4915"	"   9071.8982"	"   6343.5915"	"   5842.0020"	"   4402.9696"	"   5850.6711"	"   9209.6029"	"   5298.9013"	"   7170.0900"
""	""	""	""	""	"244.9398"	""	""	""	"  21.79969"	""	""	""	""	""	""	""	""	""	""	""	"    968.6100"	"    931.0466"	"5.347539e+02"	"   1340.3422"	"   1032.2949"	"1.123409e+03"	"    784.9075"	"1.012510e+03"	"   1542.1927"	"   1451.4645"	"   1590.2712"	"   2253.6444"	"   1651.9840"	"   1137.1668"	"   1460.8298"	"   1585.9431"	"   1307.8201"	"   1391.6527"
""	""	""	""	""	"245.0795"	""	""	""	" 371.41624"	""	""	""	""	""	""	""	""	""	""	""	"   8920.3601"	"   8076.4166"	"6.194155e+03"	"   7386.0008"	"   6065.8453"	"7.045009e+03"	"   8028.9295"	"7.071356e+03"	"  10960.6523"	"   9504.6104"	"   8628.0628"	"  10065.0898"	"   9824.9100"	"   7802.2310"	"  10150.9952"	"   9066.0925"	"  10033.6730"	"   9058.7668"
""	""	""	""	""	"246.0147"	""	""	""	"  24.30091"	""	""	""	""	""	""	""	""	""	""	""	"   9452.0761"	"  10116.3626"	"7.520930e+03"	"   9269.4395"	"   8493.3038"	"7.410978e+03"	"   8828.7214"	"8.464877e+03"	"   7006.5485"	"   5359.6667"	"   5639.2774"	"   3997.4751"	"   4915.7866"	"   6514.5815"	"   6515.1753"	"   7385.6753"	"   6398.2062"	"   6732.0099"
""	""	""	""	""	"246.0381"	""	""	""	"  65.94331"	""	""	""	""	""	""	""	""	""	""	""	"   8941.9327"	"   8663.6985"	"8.706906e+03"	"   8182.9471"	"   6655.0858"	"7.484907e+03"	"   7563.4142"	"5.003867e+03"	"  15765.5736"	"  16087.0770"	"  14010.1292"	"  15534.8010"	"  14860.7722"	"   9047.9556"	"  10797.1734"	"  11203.9569"	"  11386.0476"	"  12088.7120"
""	""	""	""	""	"247.0619"	""	""	""	" 220.46486"	""	""	""	""	""	""	""	""	""	""	""	"  10187.8287"	"  10203.9873"	"1.082055e+04"	"   7325.6430"	"  10819.8140"	"8.977949e+03"	"   9840.4780"	"1.032451e+04"	"   9332.5458"	"   9704.2055"	"  10766.0751"	"   7977.9525"	"   7616.1119"	"   6994.1299"	"   7066.2876"	"   5957.4821"	"   7114.2763"	"   8023.2058"
""	""	""	""	""	"247.0951"	""	""	""	" 330.39251"	""	""	""	""	""	""	""	""	""	""	""	"   1380.1496"	"   1054.5442"	"7.606306e+02"	"    745.6379"	"   1295.9810"	"9.392817e+02"	"    974.6744"	"1.291088e+03"	"    594.8451"	"    390.4055"	"    401.2005"	"    536.1608"	"    536.6551"	"    339.8665"	"    512.4358"	"    201.0930"	"    627.0627"	"    553.8881"
