PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Activity Summary^STRING^^^^,2^Ratio Activity^STRING^^^^,3^Ratio Potency (uM)^FLOAT^uM^AC^^,4^Ratio Efficacy (%)^FLOAT^%^^^,5^530 nm Activity^STRING^^^^,6^530 nm Potency (uM)^FLOAT^uM^^^,7^530 nm Efficacy (%)^FLOAT^%^^^,8^460 nm Activity^STRING^^^^,9^460 nm Potency (uM)^FLOAT^uM^^^,10^460 nm Efficacy (%)^FLOAT^%^^^,11^Blue (460 nm) auto fluorescence outcome^STRING^^^^,12^Sample Source^STRING^^^^
144207589,44072,Inactive,0,,,inactive,inactive,,0,active agonist,12.3043,29.5858,inactive,,0,inactive,Crescent
144207590,11659,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Crescent
144207591,54960,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Crescent
144207592,91604,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207593,8442,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
144207594,71833,Inconclusive,30,,,inconclusive agonist (fluorescent),active agonist,,17.0872,inactive,,0,active agonist,49.2779,45.4621,fluorescent,SigmaAldrich
144207595,3068143,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,Sensient
144207596,8809,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
144207597,4685,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144207598,440917,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207599,6428,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207600,2879,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207601,533728,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,City Chemical
144207602,6563,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207603,10452,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207604,7923,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207605,1091,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207606,11733,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207607,8496,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207608,3024,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144207609,16760658,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207610,6942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207611,8146,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207612,31261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207613,13360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207614,7453,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207615,3305,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207616,8148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207617,31204,Inconclusive,5,,,inconclusive,active agonist,55.4927,93.8478,active antagonist,51.3866,-99.9693,active antagonist,,-17.6222,inactive,Sensient
144207618,8071,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207619,34763,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207620,11666,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207621,7622,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207622,6277,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207623,6417,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207624,6517,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207625,6788,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
144207626,6935,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207627,7027,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207628,64947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207629,7412,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207630,7568,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,19.3972,inactive,,0,inactive,SIGMA
144207631,7735,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207632,7764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207633,7868,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207634,7910,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207635,8110,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207636,8155,Inconclusive,5,,,inconclusive,active agonist,57.314,61.7094,active antagonist,51.0562,-82.9882,inactive,,0,inactive,Sensient
144207637,8265,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207638,8472,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207639,31337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207640,31405,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207641,8946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207642,5283387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207643,10401,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207644,10724,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207645,11040,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207646,69027,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207647,12053,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207648,12374,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207649,15122,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207650,70324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207651,14456,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207652,15290,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207653,6327116,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207654,17043,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207655,17593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207656,62475,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207657,23675796,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207658,78501,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207659,22932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207660,23368,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
144207661,159747,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207662,9568808,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Pfaltz-Bauer
144207663,33263,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207664,33934,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207665,94483,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207666,114129,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207667,7112,Active,44,,,active agonist,active agonist,36.2509,64.265,inconclusive antagonist,,0,active agonist,34.8734,83.6907,inactive,SigmaAldrich
144207668,7892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207669,67151,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207670,12160,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207671,13602,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207672,15348,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207673,75498,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207674,18062,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207675,7198,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207676,2723856,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207677,82029,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207678,117915,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207679,516872,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207680,77080,Inconclusive,5,,,inconclusive,active agonist,45.3041,23.9985,active antagonist,29.7215,-48.9664,inactive,,0,inactive,Interchem
144207681,1118,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
144207682,24648,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207683,22833454,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207684,62130,Active,41,,,active agonist,active agonist,52.3038,22.4827,active antagonist,52.336,-30.8436,inconclusive agonist,,17.6105,inactive,Chemos
144207685,174174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207686,5284346,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207687,146540,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207688,7302,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207689,10133,Inactive,0,,,inactive,inactive,,0,active agonist,11.8729,20.4191,inactive,,0,inactive,SIGMA
144207690,6209,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207691,14500,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207692,38221,Inconclusive,5,,,inconclusive,inconclusive agonist,,14.2456,inactive,,0,inactive,,0,inactive,Alfa Aesar
144207693,6673,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207694,3081,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
144207695,522325,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207696,14075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207697,77342,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207698,90547,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,12.35,inactive,,0,inactive,SigmaAldrich
144207699,20240,Active,44,,,active agonist,active agonist,41.957,68.3903,active antagonist,52.8337,-26.2188,active agonist,37.4034,74.1744,inactive,SigmaAldrich
144207700,5922,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207701,7955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207702,13622,Active,42,,,active agonist,active agonist,54.767,33.2237,inactive,,0,active agonist,50.9016,48.2311,inactive,SigmaAldrich
144207703,7409,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207704,7253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,12.1399,inactive,SigmaAldrich
144207705,6670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207706,11945,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207707,4594,Inactive,0,,,inactive,inactive,,0,active agonist,,15.6303,inactive,,0,inactive,TCI
144207708,4763,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
144207709,5858445,Inactive,0,,,inactive,inactive,,0,inactive,,0,active antagonist,,-13.1603,inactive,SigmaAldrich
144207710,6956,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207711,197873,Inconclusive,30,,,inconclusive agonist (fluorescent),active agonist,19.4986,77.1597,active agonist,59.3239,74.3028,active agonist,19.4938,118.776,inconclusive,SigmaAldrich
144207712,5284451,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem
144207713,656582,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207714,54704426,Inactive,0,,,inactive,inactive,,0,active agonist,53.0602,60.3261,active agonist,,17.4869,inactive,SIGMA
144207715,10891,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207716,7247,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207717,88898,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207718,4343483,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207719,12867,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207720,13203,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207721,67299,Inactive,0,,,inactive,inactive,,0,active agonist,,16.5956,inactive,,0,inactive,SigmaAldrich
144207722,11701,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207723,12681,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207724,12372,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207725,7420,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207726,12244,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207727,12046,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207728,11262,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207729,10457,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207730,74563,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,SIGMA
144207731,999,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207732,867,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SigmaAldrich
144207733,8256,Active,45,,,active agonist,active agonist,20.5782,53.3601,inconclusive,,0,active agonist,19.4318,56.7223,inactive,SIGMA
144207734,61144,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207735,12530,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,58.4244,26.322,inactive,SIGMA
144207736,8186,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,23.4847,inactive,SigmaAldrich
144207737,25015,Active,62,,,active agonist,active agonist,1.17527,106.263,active antagonist,0.800901,-29.1727,active agonist,1.1313,122.935,inconclusive,SIGMA
144207738,14138,Active,42,,,active agonist,active agonist,55.0217,42.4185,inconclusive antagonist,54.9948,-20.5293,active agonist,18.0712,57.1503,inactive,SigmaAldrich
144207739,8348,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207740,83050,Active,44,,,active agonist,active agonist,41.0705,78.2833,active antagonist,53.7081,-22.0744,active agonist,39.5099,95.6847,inactive,SigmaAldrich
144207741,8570,Active,42,,,active agonist,active agonist,57.5238,40.0828,inconclusive,,0,active agonist,57.4958,41.6675,inactive,SigmaAldrich
144207742,73851,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207743,87250,Active,42,,,active agonist,active agonist,55.2907,57.2467,active antagonist,,-18.5528,inconclusive agonist,55.3176,64.3586,inactive,Interchem
144207744,17569,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,-18.0476,inactive,,0,inactive,SigmaAldrich
144207745,16211115,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207746,586708,Active,48,,,active agonist,active agonist,7.36075,58.1763,active antagonist,15.265,-31.2668,active agonist,5.62811,59.8125,inactive,Interchem
144207747,56638112,Active,43,,,active agonist,active agonist,24.4872,27.9198,inactive,,0,active agonist,38.8191,62.3492,inactive,SigmaAldrich
144207748,69150,Active,45,,,active agonist,active agonist,33.3685,82.6457,active antagonist,,-17.6841,active agonist,29.7288,84.008,inactive,SigmaAldrich
144207749,23019,Active,42,,,active agonist,active agonist,45.915,32.1269,active antagonist,60.065,-22.4915,active agonist,49.5779,40.0342,inactive,SigmaAldrich
144207750,16211135,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207751,53316406,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207752,6620,Active,43,,,active agonist,active agonist,,19.3613,active antagonist,54.3703,-27.6919,active agonist,12.6482,36.1024,inactive,SigmaAldrich
144207753,608116,Active,49,,,active agonist,active agonist,4.24899,56.6479,inconclusive antagonist,,-16.2925,active agonist,3.64622,74.6687,inactive,SigmaAldrich
144207754,13065,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207755,6619,Active,43,,,active agonist,active agonist,51.8803,60.5173,active antagonist,57.1253,-31.798,active agonist,21.8858,47.6946,inactive,Sensient
144207756,84677,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inconclusive antagonist,,-28.1274,active agonist,,17.4656,inactive,SigmaAldrich
144207757,102724,Inconclusive,5,,,inconclusive,active agonist,54.8071,41.7872,active antagonist,52.777,-80.0508,inconclusive,,0,inactive,Alfa Aesar
144207758,6799,Active,41,,,active agonist,active agonist,,18.8405,inactive,,0,active agonist,56.3318,24.3653,inactive,SigmaAldrich
144207759,8633,Active,50,,,active agonist,active agonist,7.36075,76.3204,active antagonist,18.4985,-41.1288,active agonist,6.31641,89.1609,inactive,SIGMA
144207760,60196294,Active,41,,,active agonist,active agonist,,18.5466,inactive,,0,active agonist,52.4975,24.8074,inactive,SigmaAldrich
144207761,2724552,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144207762,222285,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207763,60196371,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207764,6427,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207765,17321,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207766,20353,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SIGMA
144207767,212930,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207768,23535,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207769,60967,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207770,7482,Inactive,0,,,inactive,inactive,,0,active antagonist,60.6355,-30.5502,inactive,,0,inactive,SIGMA
144207771,18745,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207772,151932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207773,16218739,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Cytec
144207774,3015167,Inconclusive,5,,,inconclusive,active agonist,21.744,124.401,active antagonist,14.8104,-92.4524,active antagonist,,-18.6699,inactive,Cytec
144207775,2734160,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207776,193581,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207777,171257,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207778,13379149,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207779,22678982,Inconclusive,5,,,inconclusive,active agonist,21.8242,121.662,active antagonist,20.2218,-91.7823,active antagonist,32.0493,-23.9935,inactive,Io-li-tec
144207780,44630019,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207781,2734167,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207782,11243457,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207783,11832800,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,Io-li-tec
