PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Activity Summary^STRING^^^^,2^Ratio Activity^STRING^^^^,3^Ratio Potency (uM)^FLOAT^uM^AC^^,4^Ratio Efficacy (%)^FLOAT^%^^^,5^530 nm Activity^STRING^^^^,6^530 nm Potency (uM)^FLOAT^uM^^^,7^530 nm Efficacy (%)^FLOAT^%^^^,8^460 nm Activity^STRING^^^^,9^460 nm Potency (uM)^FLOAT^uM^^^,10^460 nm Efficacy (%)^FLOAT^%^^^,11^Blue (460 nm) auto fluorescence outcome^STRING^^^^,12^Sample Source^STRING^^^^
144207338,11746,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207339,6279,Inactive,0,,,inactive,inactive,,0,active agonist,,17.244,inconclusive agonist,,0,inactive,SIGMA
144207340,6811,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207341,7369,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207342,11443,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207343,5793,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207344,7734,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207345,12017,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207346,6490,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207347,61020,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207348,7597,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207349,54676228,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,12.8662,inactive,,0,inactive,TCI
144207350,7748,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207351,31296,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207352,16932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207353,5811,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207354,36159,Inactive,0,,,inactive,inactive,,0,active agonist,30.8918,22.9098,inconclusive agonist,,14.2191,inactive,LKT Lab
144207355,5578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207356,6893,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207357,7407,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207358,115157,Active,41,,,active agonist,active agonist,,11.5355,inconclusive agonist,,19.4152,active agonist,,13.6544,inactive,SIGMA
144207359,7354,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207360,7757,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207361,10176127,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207362,171144,Active,50,,,active agonist,active agonist,3.292,59.2642,active antagonist,6.08537,-28.5906,active agonist,1.99965,60.3637,inactive,Interchem
144207363,75471,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207364,3226,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207365,72,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207366,5382,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207367,25608,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207368,32346,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207369,40301,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207370,4276,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207371,61410,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207372,13432,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207373,7438,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207374,99953,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207375,8085,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207376,7829,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207377,12989,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207378,36081,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207379,24287,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207380,62857,Inactive,0,,,inactive,inactive,,0,active antagonist,60.8763,-38.4795,inactive,,0,inactive,TCI
144207381,38018,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,6.31565,inactive,,0,inactive,ChemService
144207382,7819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207383,25833,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207384,7529,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207385,10704,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207386,11859,Active,42,,,active agonist,active agonist,,18.6368,inactive,,0,active agonist,46.4668,27.7856,inactive,SIGMA
144207387,5558,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207388,6969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207389,7472,Inactive,0,,,inactive,inactive,,0,active antagonist,51.6071,-24.2131,inactive,,0,inactive,SIGMA
144207390,10486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207391,23707968,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,58.8236,-20.0631,inactive,,0,inactive,Sensient
144207392,6514,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207393,13381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207394,92321,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207395,10329304,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207396,12089,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207397,627458,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207398,7858,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207399,16097,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207400,9253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207401,10797,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207402,11899,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207403,6365,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207404,6988,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem
144207405,7834,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,12.6548,inactive,SIGMA
144207406,41022,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207407,8112,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207408,61032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207409,2723942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207410,3035467,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207411,1910825,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,15.8211,inactive,,0,inactive,SigmaAldrich
144207412,3727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207413,522105,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207414,7912,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207415,8794,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207416,18177,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207417,10866,Inconclusive,5,,,inconclusive,active agonist,54.9544,110.892,inconclusive antagonist,48.9842,-97.2891,active antagonist,49.9332,-22.5517,inactive,SIGMA
144207418,11954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207419,6397,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207420,7044,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207421,23160050,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207422,5378708,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,-18.6437,inactive,,0,inactive,SIGMA
144207423,5364509,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,16.6206,inactive,,0,active agonist,42.0598,20.103,inactive,SigmaAldrich
144207424,8151,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207425,517063,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207426,7469,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207427,62477,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207428,15074,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207429,5576,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207430,7949,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207431,15132,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207432,18502,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207433,24883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207434,22571,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207435,2537,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207436,7062,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,16.0519,inconclusive agonist,,13.4711,active agonist,8.55123,26.8314,inactive,SIGMA
144207437,24723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
144207438,10474,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,41.21,76.2459,active antagonist,42.029,-62.5166,active agonist,21.8885,59.4837,inactive,SigmaAldrich
144207439,8037,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207440,5281116,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207441,74348,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207442,8452,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207443,50516,Inconclusive,5,,,inconclusive,inconclusive agonist,,16.1959,active antagonist,62.1505,-41.3029,inactive,,0,inactive,Wako
144207444,643991,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207445,115089,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207446,8003,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207447,15206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144207448,18604,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
144207449,21622,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207450,12124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207451,24314,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207452,7101,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207453,47491,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,19.1474,inactive,,0,inconclusive agonist,10.8135,30.4517,inactive,SigmaAldrich
144207454,24937,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SigmaAldrich
144207455,6233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem
144207456,30623,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207457,16990,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207458,11387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207459,23082568,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144207460,22086,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207461,26633,Active,44,,,active agonist,active agonist,48.5591,85.5947,inconclusive antagonist,54.4775,-36.3886,active agonist,19.3293,60.7429,inactive,SigmaAldrich
144207462,19463,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207463,7487,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207464,7503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207465,7526,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207466,7570,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207467,700999,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inactive,,0,inactive,SIGMA
144207468,13931,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207469,7671,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207470,307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SRI International
144207471,7737,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207472,7765,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207473,61527,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207474,7835,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207475,14090,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207476,7918,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207477,7950,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207478,8004,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207479,8031,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207480,8061,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207481,14223,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207482,8147,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207483,7494,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207484,8374,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inactive,,0,inactive,SIGMA
144207485,8394,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207486,8443,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207487,31217,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207488,5993,Active,43,,,active agonist,active agonist,54.7528,69.1187,active antagonist,54.7864,-52.9064,inconclusive agonist,1.83516,20.9124,inactive,SigmaAldrich
144207489,2788,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207490,7929,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207491,26132,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207492,8855,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207493,27054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207494,5273621,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChromaDex
144207495,27582,Active,41,,,active agonist,active agonist,,13.4631,inactive,,0,active agonist,,17.0464,inactive,SIGMA
144207496,7515,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207497,2723754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207498,15660,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207499,62725,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207500,16180,Inactive,0,,,inactive,inactive,,0,active agonist,,15.6055,inactive,,0,inactive,ChemService
144207501,30231,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207502,4485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207503,5918804,Inactive,0,,,inactive,inactive,,0,active agonist,30.337,35.299,inactive,,0,inactive,SIGMA
144207504,16993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207505,17111,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207506,7546,Active,42,,,active agonist,active agonist,59.8394,35.847,inactive,,0,active agonist,51.0825,33.2609,inactive,SIGMA
144207507,9280,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inactive,,0,inactive,SIGMA
144207508,18360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207509,18510,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207510,6537506,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,11.0158,22.9429,inconclusive agonist,,11.7159,inactive,LKT Lab
144207511,6440940,Inactive,0,,,inactive,inactive,,0,active agonist,,16.14,inconclusive agonist,,16.6914,inactive,ChromaDex
144207512,6439929,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChromaDex
144207513,1548943,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207514,20138,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207515,6028739,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207516,78392,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207517,21058,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SIGMA
144207518,5758,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207519,5784,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207520,5817,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207521,10660,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207522,10721,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207523,447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207524,10867,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207525,95170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LKT Lab
144207526,230976,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207527,11080,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207528,19266,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207529,11245,Inconclusive,5,,,inconclusive,inconclusive agonist,2.02755,47.3074,inconclusive antagonist,,0,inactive,,0,inactive,Cerilliant
144207530,4064,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207531,11356,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207532,11560,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207533,11584,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207534,11673,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207535,11750,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Radian International
144207536,2391,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,3.07142,20.2733,inactive,,0,active agonist,,16.9583,inactive,SIGMA
144207537,11852,Inactive,0,,,inactive,inactive,,0,active antagonist,9.83702,-25.8908,inactive,,0,inactive,SIGMA
144207538,11875,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144207539,11910,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207540,12018,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207541,12091,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207542,22586,Inconclusive,5,,,inconclusive,inconclusive agonist,,35.7328,active antagonist,8.67029,-50.9208,inactive,,0,inactive,SIGMA
144207543,6115,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207544,12302,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207545,12364,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207546,12456,Inactive,0,,,inactive,inactive,,0,active antagonist,10.076,-36.7773,inactive,,0,inactive,SIGMA
144207547,12512,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207548,5356785,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207549,106729,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207550,6264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207551,5329,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207552,6319,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,active antagonist,21.7815,-21.1214,inconclusive agonist,,0,inactive,SIGMA
144207553,6332,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207554,6358,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207555,6366,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207556,6403,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207557,61207,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207558,13032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207559,6534,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207560,6564,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207561,6570,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207562,6588,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207563,398,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207564,6637,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207565,6658,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207566,157882,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207567,6828,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207568,6894,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207569,7589,Inconclusive,5,,,inconclusive,active agonist,58.2238,40.9901,inconclusive antagonist,62.846,-65.5163,inactive,,0,inactive,SIGMA
144207570,6974,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207571,6996,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207572,7046,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207573,7098,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207574,7102,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,16.2995,inactive,SIGMA
144207575,13610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207576,2482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207577,7236,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207578,7250,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207579,7262,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207580,7280,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207581,7301,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207582,2406,Inconclusive,5,,,inconclusive,active agonist,55.0889,273.804,active antagonist,32.8104,-62.0904,inactive,,0,inactive,SIGMA
144207583,7374,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207584,7423,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207585,7441,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207586,7499,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207587,7838,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144207588,54891,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
