Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_QC01_pos_0314.d	CSH_QC 02_pos_0314.d	CSH_QC 03_pos_0314.d	CSH_QC 04_pos_0314.d	CSH_QC 05_pos_0314.d	CSH_QC 06_pos_0314.d	CSH_SAT_1_pos_0314.d	CSH_SAT_2_pos_0314.d	CSH_SAT_3_pos_0314.d	CSH_SAT_4_pos_0314.d	CSH_SAT_5_pos_0314.d	CSH_SAT_6_pos_0314.d	CSH_SAT_7_pos_0314.d	CSH_SAT_8_pos_0314.d	CSH_SAT_9_pos_0314.d	CSH_SAT_10_pos_0314.d	CSH_SAT_11_pos_0314.d	CSH_SAT_12_pos_0314.d	CSH_SAT_13_pos_0314.d	CSH_SAT_14_pos_0314.d	CSH_SAT_15_pos_0314.d	CSH_SAT_16_pos_0314.d	CSH_SAT_17_pos_0314.d	CSH_SAT_18_pos_0314.d	CSH_SAT_19_pos_0314.d	CSH_SAT_20_pos_0314.d	CSH_SAT_21_pos_0314.d	CSH_SAT_22_pos_0314.d	CSH_SAT_23_pos_0314.d	CSH_SAT_24_pos_0314.d	CSH_SAT_25_pos_0314.d	CSH_SAT_26_pos_0314.d	CSH_SAT_27_pos_0314.d	CSH_SAT_28_pos_0314.d	CSH_SAT_29_pos_0314.d	CSH_SAT_30_pos_0314.d	CSH_SAT_31_pos_0314.d	CSH_SAT_32_pos_0314.d	CSH_SAT_33_pos_0314.d	CSH_SAT_34_pos_0314.d	CSH_SAT_35_pos_0314.d	CSH_SAT_36_pos_0314.d	CSH_SAT_37_pos_0314.d	CSH_SAT_38_pos_0314.d	CSH_SAT_39_pos_0314.d	CSH_SAT_40_pos_0314.d	CSH_SAT_41_pos_0314.d	CSH_SAT_42_pos_0314.d	CSH_SAT_43_pos_0314.d	CSH_SAT_44_pos_0314.d	CSH_SAT_45_pos_0314.d	CSH_SAT_46_pos_0314.d	CSH_SAT_47_pos_0314.d	CSH_SAT_48_pos_0314.d	CSH_SAT_49_pos_0314.d	CSH_SAT_50_pos_0314.d	CSH_SAT_51_pos_0314.d	CSH_SAT_52_pos_0314.d	CSH_SAT_53_pos_0314.d	CSH_SAT_54_pos_0314.d	CSH_SAT_55_pos_0314.d	CSH_SAT_56_pos_0314.d	CSH_SAT_57_pos_0314.d	CSH_SAT_58_pos_0314.d	CSH_SAT_59_pos_0314.d	CSH_VAT_1_pos_0314.d	CSH_VAT_2_pos_0314.d	CSH_VAT_3_pos_0314.d	CSH_VAT_4_pos_0314.d	CSH_VAT_5_pos_0314.d	CSH_VAT_6_pos_0314.d	CSH_VAT_7_pos_0314.d	CSH_VAT_8_pos_0314.d	CSH_VAT_9_pos_0314.d	CSH_VAT_10_pos_0314.d	CSH_VAT_11_pos_0314.d	CSH_VAT_12_pos_0314.d	CSH_VAT_13_pos_0314.d	CSH_VAT_14_pos_0314.d	CSH_VAT_15_pos_0314.d	CSH_VAT_16_pos_0314.d	CSH_VAT_17_pos_0314.d	CSH_VAT_18_pos_0314.d	CSH_VAT_19_pos_0314.d	CSH_VAT_20_pos_0314.d	CSH_VAT_21_pos_0314.d	CSH_VAT_22_pos_0314.d	CSH_VAT_23_pos_0314.d	CSH_VAT_24_pos_0314.d	CSH_VAT_25_pos_0314.d	CSH_VAT_26_pos_0314.d	CSH_VAT_27_pos_0314.d	CSH_VAT_28_pos_0314.d	CSH_VAT_29_pos_0314.d	CSH_VAT_30_pos_0314.d	CSH_VAT_31_pos_0314.d	CSH_VAT_32_pos_0314.d	CSH_VAT_33_pos_0314.d	CSH_VAT_34_pos_0314.d	CSH_VAT_35_pos_0314.d	CSH_VAT_36_pos_0314.d	CSH_VAT_37_pos_0314.d	CSH_VAT_38_pos_0314.d	CSH_VAT_39_pos_0314.d	CSH_VAT_40_pos_0314.d	CSH_VAT_41_pos_0314.d	CSH_VAT_42_pos_0314.d	CSH_VAT_43_pos_0314.d	CSH_VAT_44_pos_0314.d	CSH_VAT_45_pos_0314.d	CSH_VAT_46_pos_0314.d	CSH_VAT_47_pos_0314.d	CSH_VAT_48_pos_0314.d	CSH_VAT_49_pos_0314.d	CSH_VAT_50_pos_0314.d	CSH_VAT_51_pos_0314.d	CSH_VAT_52_pos_0314.d	CSH_VAT_53_pos_0314.d	CSH_VAT_54_pos_0314.d	CSH_VAT_55_pos_0314.d	CSH_VAT_56_pos_0314.d	CSH_VAT_57_pos_0314.d	CSH_VAT_58_pos_0314.d	CSH_VAT_59_pos_0314.d
651.531			6.924				4781	5601	4227	4258	4996	3957	2383	3355	2131	7945	2384	2635	3268	5681	3467	4695	3183	5253	4016	4884	4220	3410	8090	3786	2885	4762	5806	5031	6711	4457	3706	4163	2012	2172	5534	2351	3330	3246	4312	4826	3435	5320	2871	2160	3699	3415	2730	2058	4177	7002	5340	6651	4536	1841	2450	4344	2233	4109	5260	1802	2923	2227	2647	3698	4449	3856	5320	3882	8986	4694	6224	7854	4166	4636	3842	2725	4222	7605	5340	3180	4100	3510	4472	5271	4106	12044	3324	3179	5646	4594	6366	3686	4653	5686	3211	1175	4015	4264	4869	4176	5539	5959	2686	3018	8669	2000	2636	3788	4633	6751	3741	3368	2629	2249	4782	5144	5165	2997	2968	2472	4454	2168	4899	4410
1186.018			6.944				11053	12503	11167	10877	12460	11297	7345	17002	8591	12812	7230	5786	26374	13679	16081	14530	23260	18565	7968	20113	13047	22104	13414	7655	9133	12670	21156	11485	20322	11032	15141	9642	20475	12858	13904	8567	21005	19992	10899	15475	22672	18764	8804	4469	16673	12707	16487	17690	11228	25342	18135	25341	17680	7308	7462	10768	6786	15105	15931	5538	14913	3837	10524	5971	16453	16108	25210	18455	22998	16091	22625	36233	22587	22814	14559	22786	11987	24215	23635	28982	35862	8507	15962	15336	15002	39961	11559	14721	38768	32433	16458	33377	35154	25342	15122	6980	24698	31073	30308	31479	39329	11893	14986	18257	32712	15783	35820	26082	31141	13416	15354	19610	16227	19897	15718	20973	27264	12469	21138	21486	15344	14001	14297	24942
313.272			6.974				3524	3792	3761	3397	3852	2861	2703	4155	2791	2945	2135	2205	7113	3837	4764	3169	5309	3892	2957	4693	3519	5110	3373	2268	2613	3782	3967	3372	6248	2704	3897	2403	3678	3259	3392	2483	4674	4447	2816	3596	6105	4205	2860	2061	3493	3342	4295	3780	3393	4901	3913	5226	4270	2346	2324	2656	2475	3649	3712	2162	3428	1841	3722	1734	3703	3857	5782	4968	6042	4181	6553	8658	5703	6104	3231	5119	2745	6619	6961	6657	8375	2596	4062	5407	4253	8866	3200	4624	8899	8453	4501	6342	12659	6186	3808	1855	6067	6443	5736	7426	9704	4030	4015	3930	7127	4331	8790	5490	6416	3363	4236	6289	4600	5172	4129	6460	6832	3347	5530	6950	5688	3723	3116	6261
577.518			6.976				7664	9607	6727	8196	7975	7068	4925	6929	5131	7053	4601	3028	12382	7272	8887	6258	10900	7802	5426	8895	6536	7687	6467	4617	6672	6129	9104	7607	11033	5645	10179	4902	7284	6418	7476	5461	10301	7736	4965	7132	14190	8710	5280	3247	6586	5730	8236	7312	5893	8803	8984	9470	9948	5198	3755	4947	4087	8045	5886	3966	6691	3152	8824	4196	7091	7090	12056	8412	11388	7941	11015	14972	10544	10660	5187	8784	5770	9392	12648	13103	14797	3990	8437	12108	6958	18632	6550	7550	16294	16311	8369	13062	19501	10575	6043	3416	10049	11328	11393	13996	18485	7947	5336	6236	11830	6750	13874	8228	14929	7109	6430	8550	6628	8254	6665	10548	13467	5503	10799	9887	11269	5087	6250	10669
1212.035			6.976				53141	58710	51628	51357	58490	50773	35403	56417	32732	47250	28512	24504	82806	56274	52149	50421	55173	51607	30475	73188	42914	68927	48025	29996	39125	44530	54849	38552	83645	43148	62888	34064	53492	43468	44190	34278	86598	67109	41483	56347	76787	64464	36005	13942	50853	46211	59552	52276	38431	66631	56896	68120	66661	21147	27789	36887	27604	49851	53631	25509	53861	16031	37892	16958	61088	59936	76359	58218	76189	69362	76508	80512	67470	78230	47949	55080	35695	72634	79608	64115	82620	35066	56993	65820	53023	77469	42456	55437	88654	96078	61208	74583	96901	81623	54144	22437	74447	86513	86668	96358	95864	55049	44988	56552	86968	58008	81148	66865	82807	45889	58961	73648	41153	69699	55363	69324	74972	40268	84649	68963	76546	45556	43564	81071
595.53			6.979				2950	3787	3146	2989	2933	2710	2388	3128	2177	2741	1955	1737	5873	3480	3888	3303	4433	3122	2197	4457	2930	3755	2579	1957	2455	2673	3523	3399	4838	2725	3541	2044	3138	2579	2958	2334	4606	3580	2593	3081	5059	3504	2389	1532	2868	2551	3734	3164	2718	4063	3296	4216	4037	2158	2218	2571	1855	3169	3010	1959	3183	1558	5074	1586	3496	3452	5285	4317	5263	4029	6156	6965	4380	5497	2903	4463	2573	4964	5775	5799	7214	2107	3885	3999	3495	6840	2904	3633	7939	6478	3916	5054	10147	5545	3574	1649	5429	5281	5105	6717	7127	3488	3010	3618	5463	3469	7444	4092	5878	2706	3159	4097	3532	4793	3168	4601	5472	2820	5288	5204	3973	2750	2682	4621
667.524			6.98				13457	15529	13189	12984	13926	12288	11842	11827	8735	12522	8467	17021	9349	16562	12088	14584	21192	17541	10869	14959	15910	16776	15712	12415	18956	23653	23732	15050	28934	10035	14499	10276	6669	10772	15749	3673	12251	21518	9077	19606	9319	15200	16931	7648	13263	14701	16838	7742	11080	21216	15768	10264	5579	14173	17531	9081	14144	8920	21238	12101	17135	7792	17779	2991	19342	16997	24148	13389	12026	13912	16968	12179	22115	22460	17955	11236	9312	22032	22706	30353	20292	9824	17587	33655	27642	25640	9405	23019	18600	26550	17579	18020	14196	12031	17950	4790	24437	15986	18385	13683	19564	17315	12309	38465	24606	15979	9289	17874	14686	25955	19539	14257	18265	39319	14007	14668	16661	22304	16173	25769	20687	18898	15217	23317
634.489			6.983				15367	16089	15663	16821	16044	16188	11629	16896	12316	17170	10312	11142	15990	15575	11897	17162	33692	14984	11557	17866	14969	19292	13643	12221	13715	16662	13273	14659	19707	13260	16439	12681	17276	16320	14565	14295	21325	17301	16211	16897	16784	15878	14840	9730	17197	14319	16589	13632	12042	17106	13804	17513	15510	9782	11446	14781	10201	13978	15224	12075	14710	9977	16415	11464	16690	16393	20357	14240	18713	19907	15609	14337	15273	19070	13233	35938	13229	15766	17627	29932	15213	11377	15514	18429	14950	16136	14291	16780	15386	18614	15381	16712	16932	18647	13680	10354	16982	21364	20462	20531	17769	17712	15729	14953	18343	15222	15089	18070	16346	14349	17403	18547	12520	16148	17289	14434	16952	13749	19022	17656	20509	13373	13115	18482
1238.051			7.015				18139	21100	18087	19218	20499	19370	9484	18385	8630	15148	6786	7331	31836	17603	16444	13103	21236	14064	8282	27366	16677	15354	14423	9399	13703	13307	15853	16843	35464	12408	19949	11135	15993	11238	12830	10517	26775	25923	13536	17006	28521	21579	13560	3532	13676	12081	30275	18483	9611	19350	23532	24270	24547	7895	7988	10730	10383	21331	19827	10116	22115	8168	12568	5380	19464	17753	28496	15960	36225	21174	29732	32045	26177	32527	15370	22743	10737	25936	30362	28606	29286	10970	21351	27511	21998	32232	21431	22589	34826	32038	21502	27710	44262	33940	24863	10722	30640	31974	32738	38354	43218	30427	14416	19075	30321	26481	30401	21672	33381	19680	18263	29355	14487	37637	20548	28441	34633	18116	34147	30929	37114	16085	18749	33289
339.287			7.024				5259	5965	4379	5034	5963	5075	3329	5023	2833	4222	2486	2620	15172	4463	6328	4407	10523	4188	3164	7913	4944	4726	4702	2879	4127	4194	5081	6043	10561	3588	5160	3234	4410	3609	5005	3462	6754	6037	4810	4006	11071	6422	4045	2077	4688	4000	8894	4399	3288	6159	6469	9221	7667	3407	2710	3291	3180	8046	5529	3013	5138	2728	4332	2370	5323	5908	7605	5371	10022	5645	8963	13057	8312	10201	4448	10152	4487	9521	9084	12548	9354	3819	5760	8714	6515	12635	6940	6884	11633	9569	6020	8068	37081	11463	5954	2778	7748	10046	9612	12145	21327	10125	4425	5120	10759	7870	11337	5889	9968	6226	4315	8267	5799	11663	5668	8504	12963	5944	9600	10722	9499	4460	4524	9275
552.567			7.024				2331	2242	1954	2099	1988	1959	1661	1999	712	4712	2099	2832	5760	2139	6493	2702	2521	2465	3134	3274	2295	2772	2171	1364	2904	2549	4376	2259	3521	1703	2241	1807	2516	2972	2946	2334	4916	1900	2751	2818	4368	2794	1846	1547	2893	2343	1531	1934	2241	3394	2348	5274	3302	1436	847	1878	1182	5059	3402	1137	1592	967	1615	1300	2695	3948	3824	1736	4289	4243	6865	4009	3443	7184	2030	2319	2551	12389	5097	5652	5960	1525	2349	7363	2466	11905	1972	8009	5768	7331	5654	6360	8285	4800	2999	2262	2633	5790	4880	4395	6098	2848	2200	3487	8172	1599	3715	3928	5038	3465	2326	3468	2062	2212	3069	3583	5165	2647	2433	1874	2592	1364	3193	3401
633.504			7.029				36612	40534	39988	40077	41915	39285	27912	38763	69374	40223	26223	25809	39678	37639	28287	42962	82314	35426	28764	46424	138131	47337	34937	31122	31151	41228	34177	36578	46700	32685	41956	29947	42592	40599	42778	35037	50383	17645	37744	41125	38807	36205	35956	56554	40548	35130	40747	33090	29396	38668	34076	43545	37489	191464	27740	34250	33724	34034	36336	27619	35903	24694	94213	26353	39898	35826	45734	239645	44719	47286	39451	34222	35246	43576	47103	88575	30031	40675	43602	75596	37274	28436	35303	42408	36808	39026	34075	38279	40147	44494	36317	39176	39841	46936	25800	26244	39277	17929	49667	49831	43179	40333	149400	35867	43784	56740	36371	149146	39788	33194	43107	42693	355892	40427	41624	59939	42184	22299	44737	57472	51472	161579	33748	45107
621.543			7.033				2247	2830	2193	2388	2281	2353	1370	2406	1344	2045	1006	1041	6227	1817	2484	2015	4574	1950	1287	3224	2397	1856	1993	1267	1620	1803	2140	2883	4364	1406	2067	1301	1964	1689	1761	1422	2655	2907	2049	2120	4273	2554	2026	905	1875	1638	3713	1933	1368	2779	2509	3877	2982	1509	1168	1387	1242	3292	2384	1466	2256	1249	3144	1054	1964	2339	3349	2081	4702	2174	3942	5072	3340	5061	2174	3975	1781	3388	4149	5989	3375	1580	2612	4239	2701	5578	2972	3053	4544	3912	2723	3442	14582	4996	2711	1308	3395	4633	4231	4302	8643	4409	1693	2254	4115	3432	4225	2219	4088	2521	1930	2969	2948	5120	2188	3102	5499	2301	3901	3755	3666	1921	1997	3414
711.512			7.034				5014	6540	5552	5576	5657	5147	3311	5460	4784	4573	2606	3317	11430	4820	5099	4297	13089	3768	3685	7336	6260	3951	4164	3306	4622	4912	3936	5662	8572	3759	5174	3177	4581	4280	4981	3926	6640	7472	4111	4232	7254	4575	4929	3259	3949	3423	9175	6184	3449	4579	6186	5540	6646	13399	3134	4089	3915	6652	5056	3742	6859	3811	8194	2996	4898	4617	9061	11669	11463	5720	7673	11015	8119	10687	5281	14821	3791	7040	7525	13629	6626	3898	5921	7721	7001	8904	7224	5874	10108	7505	5768	7672	23503	10472	7030	3667	9217	7146	7794	9435	15992	9578	8080	5778	7353	10640	16603	7261	8858	5680	5101	7203	28008	12072	6005	8903	11376	6194	9142	14969	9279	11971	4844	7906
785.579			7.034				7911	7573	5182	5767	5891	5101	14977	4702	3631	4461	9435	10292	4518	6232	2697	4586	5055	7422	6101	4067	7767	5667	4276	12966	7213	7411	3827	11018	4494	3520	4178	3654	6605	5489	7154	5641	5391	3859	5028	11135	7314	6811	6947	8314	4499	4903	3646	3894	4249	3986	3528	3279	3722	7073	4662	5105	5062	4918	3444	4428	3434	7161	4404	5101	4455	5268	6103	5221	4558	8750	6982	2858	5769	3744	5169	5418	8561	9854	5471	4240	4294	7059	4989	10400	9172	7285	5307	3574	3430	2846	5041	3209	2081	6376	4288	3413	3651	5019	6811	5032	7323	5701	6090	6724	3983	4303	5400	6751	3799	4016	5071	3978	5814	4552	4395	4080	5378	5533	5190	4185	4743	3999	3070	4026
704.569			7.04				6258	8865	5187	4927	5643	5097	4398	7618	22905	2919	2244	1922	22314	6722	2006	13513	147736	4661	6172	3760	19012	4030	4482	1979	5176	3603	2631	5213	2840	9072	2782	2820	5931	9726	18893	2950	6559	11858	3277	2394	4919	2786	2801	14878	3520	6905	17058	26669	7324	7161	2054	5049	10730	91864	6754	7596	20725	10621	8281	2207	19744	3547	40802	2756	5687	5022	13535	71273	8010	3994	6065	7216	10771	4369	15576	122442	4263	5037	3218	66078	3771	13082	2997	4494	7277	7035	10246	3016	8324	5051	5231	6910	21664	15096	4652	1768	23804	4215	5644	6433	5634	3396	43063	13294	10947	32826	103468	23821	12717	6278	10969	7656	228902	14421	14748	27802	17379	12418	7618	72360	6107	73748	4732	7827
1264.066			7.041				9795	10380	8985	8716	10044	8033	3949	8485	3223	7017	2136	2675	26190	8054	8280	4537	15040	4373	3017	15633	9812	4631	6373	3537	6885	5837	5420	10407	21260	5280	8082	4415	6491	4058	5315	4345	10745	14210	6275	6163	15639	9363	7141	1275	4512	4132	20972	7692	3153	6875	13536	10417	12183	3656	2708	3302	4486	11288	10004	4022	11505	4321	4519	1892	6500	7864	17617	6116	28123	8867	16911	27247	17440	25076	6287	17257	4767	12103	17176	26193	12845	4735	12194	16883	13791	18770	15091	13241	21444	13385	9242	15859	53590	22146	16965	6557	19369	17828	19195	22490	45537	24352	6219	8117	13604	19897	16935	8238	20235	11994	6119	14582	7137	33771	9103	15190	23845	9916	19953	20347	23556	6118	9129	18887
603.535			7.043				4545	5240	3756	4140	4784	4166	2518	3740	2288	3481	1582	1857	12019	3359	4293	3570	7907	3696	2564	5654	4795	2765	3739	2707	3358	3739	3589	6367	7682	2739	3928	2121	4037	3266	3199	3292	4460	4564	3723	3205	9608	4344	4025	1455	3342	3178	6778	3423	2186	4479	5316	7762	5606	3175	1952	2094	1936	7852	4238	2309	4119	2265	7040	2550	3606	3343	5955	2831	7431	4377	7061	9523	5914	6658	2750	5848	3445	6484	7232	11854	5876	2313	4526	7643	4580	10273	5591	4887	8042	6035	3898	7166	18785	7373	4658	2323	5059	7875	6576	7396	15991	7742	2764	3175	7311	6088	6930	3686	8436	5230	2881	4666	3815	6964	3961	4391	9874	3734	6961	6137	8213	2511	4271	5873
795.611			7.08				20656	20983	11632	13579	14559	11242	35797	12402	6855	10612	17280	27999	22149	15958	8933	9384	22992	16216	12446	11728	32318	11222	9578	30133	15350	15326	8079	41158	13746	6196	8810	7270	15994	11391	7461	10142	12577	10667	11585	29123	27449	17683	22914	14785	8239	8924	11076	10611	7317	8705	11029	8427	9781	15706	8770	10323	8942	15958	10644	10563	12532	18917	9982	11141	10596	14350	20034	12019	18595	22278	24879	13702	22385	15185	12321	28239	21806	27127	16656	29866	12207	18969	16404	32531	36236	31319	21519	10597	9765	7887	15126	8344	9988	12229	17455	6590	12332	19598	25304	17285	39854	28372	12830	18421	12346	14126	19143	10340	13442	11907	10376	12134	12442	17017	10368	10990	21342	16391	20717	16529	17870	10135	7759	12435
1221.108			7.081				1921	2330	2219	2103	2321	2276	774	1005	421	3155	773	2145	4708	1845	5195	531	737	1215	1468	5014	988	1711	1430	452	3148	1102	2399	2054	4555	1117	2562	1330	1630	1488	1291	1336	4224	1790	1815	1193	2076	2062	1849	373	1867	1122	1111	1247	687	1790	2858	2884	2113	468	493	766	1684	3318	2371	995	841	521	489	616	1999	2085	2921	673	7003	3126	10772	5374	2972	10157	1166	1270	1148	7008	8101	4895	4561	1022	2238	8390	3329	10076	3122	3629	5491	7251	4505	6770	10896	4612	6532	1354	2898	4698	4047	4218	8896	5803	1365	2663	5644	1033	2872	1959	5400	3154	1512	3301	886	1659	2563	5374	8584	1807	4222	1997	3565	632	2527	4591
811.598			7.088				6455	7096	4476	4555	4877	3933	11542	3793	2655	3762	6702	9060	6257	5184	2904	3630	6544	5475	3977	4090	10023	3985	3577	10189	4982	5471	2733	12134	4515	2104	3516	2866	5338	4269	3778	3911	4612	3576	4666	9205	7890	5673	7871	5340	3691	3517	3505	3532	3054	3496	3352	3166	3254	5398	2983	3859	3215	5025	3603	4196	3939	6843	3391	4264	3262	4397	6606	3722	5100	8115	6611	4203	6289	4229	4541	7138	7618	8321	5320	7340	4331	5856	5015	9643	10325	8769	6532	4146	2753	3060	4712	2794	2496	4302	5151	2770	3975	5772	7353	5273	9326	8072	4492	5937	4674	4610	5772	3559	3920	3768	3988	4525	4089	0	3941	3350	6470	5455	5949	5143	5442	3456	2935	4144
749.51			7.09				2742	3227	2281	2366	2424	2148	3958	5853	14905	3181	1613	1110	2820	2536	1001	10878	4839	3040	3449	1953	1854	3204	1974	1474	4089	3262	2156	1806	1883	2447	1526	2166	2883	7392	4299	1482	3375	2300	1560	1629	2055	1351	1476	16542	2209	8126	2989	2079	9918	3938	1069	2233	9610	21183	3127	3759	13709	5943	1972	1820	2727	1563	31980	1737	1872	3899	8663	36129	2265	2460	1986	1650	3839	1500	7050	4281	2528	2918	2037	3343	2812	5267	1291	2922	2714	2510	1460	1761	2296	2041	2492	2906	7507	3065	1446	1341	4441	1850	2300	2467	2038	1722	37834	6352	6802	5077	4186	17692	12489	3002	5682	6509	40284	5195	4850	27677	5616	3997	2729	4501	2150	41420	1710	3153
622.621			7.092				5970	7864	5855	6286	6282	5552	2861	3553	1429	9538	4421	9625	11086	4608	15253	3873	2799	4808	9386	11975	2389	5204	5660	1505	9658	4318	10311	8577	9205	3530	5238	3934	5305	6557	5164	4854	10774	2529	9618	3868	6643	7003	5836	1880	9803	6475	1998	2101	2822	7855	5273	16191	5930	1717	1402	3933	4521	13321	6261	3701	1853	1982	1376	2029	5822	4883	5734	2854	9045	11078	28464	6712	5029	14316	3174	3139	6245	27792	19177	7376	10945	3580	4921	26840	6106	24346	6653	11128	6814	15168	12410	15029	10065	10457	8183	3280	3989	14860	9413	7663	11817	9108	3628	6042	21700	1670	4083	4603	8633	7362	4405	5896	2366	1775	6243	8252	14891	3861	6409	2707	5281	2103	6175	7193
636.639			7.092				2925	3623	2992	2925	3136	2766	1483	1521	793	4067	1979	4191	5745	2073	7470	1906	1544	2330	4348	5697	1210	3002	2872	857	4327	1969	4890	3888	4424	1785	2549	1676	2656	3102	2615	2490	4675	1477	5067	1890	3335	3745	2857	1040	4639	2982	1064	1286	1440	4003	2287	8048	2902	987	801	2102	2498	6004	3479	2055	1012	991	968	1195	3052	2502	2384	1153	4111	5416	12059	3170	2676	6756	1764	1806	2747	12950	9066	3674	5243	1733	2454	13104	3209	10711	3534	4751	3827	6636	6353	7100	4753	5339	3689	1525	1990	7222	4556	3369	5834	4623	1767	2944	9791	956	2397	2267	4369	3694	2073	2637	1542	983	3224	4175	7668	2012	3233	1276	2737	1091	2929	3583
1254.047			7.101				1128	1831	1344	1186	1165	1124	603	1320	833	1258	932	742	4157	2319	1329	1774	10698	1770	912	1966	4696	1668	1656	998	1078	1679	1320	2177	2427	1838	1547	893	1961	1108	2012	1374	1539	2247	1251	1290	2837	1218	1342	467	914	884	5277	2288	889	1869	1434	2174	1405	1466	961	783	624	1641	2028	824	1993	748	1238	574	1950	963	2785	1309	2523	2275	1961	3273	4579	3018	2326	10397	1246	1666	2040	14603	2509	1552	1719	1652	1985	2526	2556	1819	4933	2409	1582	5340	6603	4503	4372	926	4263	2549	2321	4613	3985	1933	1184	1523	1886	5923	4810	3182	4226	1335	3476	1713	2779	5935	1219	1372	3590	2569	1670	4266	1721	1431	1405	5410
664.59			7.132				2532	2557	2788	2382	2672	2577	1823	2966	1271	3249	1126	1585	5842	2058	2777	1893	4859	1899	1593	3827	3362	1867	1940	1556	1846	2507	2362	4116	4261	1326	2680	2184	2366	1845	1747	1746	3078	3500	2494	2523	3753	2574	2880	1372	2061	1675	3076	2648	1201	2375	3267	4098	2589	1672	1349	1654	1441	2874	2441	1789	2496	2035	2214	1168	2458	3028	4224	2129	6667	2650	4814	5347	3154	4946	2264	5197	1790	3448	3949	7030	3396	1671	2704	4097	3126	5518	4379	3326	3505	5075	2612	4176	15607	4083	3044	1727	5223	5467	4264	4138	6973	5194	2496	2460	3610	2674	5585	2245	5147	3401	2263	2358	2432	6132	2441	3516	5189	2711	4467	4672	6506	1781	2088	4130
628.55			7.178				16349	27138	21638	17011	6889	13302	9497	20584	107673	4606	24112	20693	34355	36148	20638	46690	125016	29059	26931	26353	219257	30875	7812	21039	20362	30973	19314	30340	24620	32610	20778	5013	36433	22694	69309	29401	20435	23638	21036	22855	28709	18350	19158	81598	17292	25229	45681	22528	37892	21374	13022	29190	15869	330345	32996	13688	55485	20103	21251	10816	23703	11019	153889	5636	25945	14553	32606	417356	6914	35427	7059	21790	45979	26177	72409	124774	28266	9102	26022	100464	28057	33208	20148	27431	25347	11614	28422	21423	37300	25354	8433	55557	30035	47456	35911	12855	31476	24722	25841	39480	21516	17727	244851	32776	30338	88130	35472	243680	34262	14189	62253	16465	652148	49934	19674	94503	30478	29934	7988	90037	13073	270455	14783	41403
652.602			7.232				1664	1904	1971	1677	1742	1997	1493	1160	885	2213	1231	3760	2625	1860	3183	1649	1586	1536	4268	2013	2208	2725	1287	789	5767	1649	2616	1738	2440	911	3855	1220	1773	1430	2203	2194	2620	1315	1863	1828	1499	2343	1919	1394	3050	1845	1024	897	3345	1602	2564	2942	1786	988	969	1373	3134	2085	1782	777	902	1439	1423	934	1504	2038	1834	1275	1881	2381	4587	1551	1709	3002	1665	1428	1050	6701	2907	2766	3248	1086	1248	8209	2178	4324	1700	3006	1477	7488	2769	2943	2374	3306	2792	1060	1588	2434	2868	1755	2748	2086	1582	2625	3613	963	1461	3806	2990	2490	2003	1835	1322	1425	2292	4449	2694	1213	1261	1402	1713	1637	1321	1970
1270.039			7.327				460	560	364	333	432	366	513	874	18243	259	288	270	1111	1216	240	3547	5544	379	766	248	3274	622	353	235	740	376	303	325	262	2371	281	261	680	1210	9929	279	600	1574	327	234	311	215	267	13545	355	1668	4502	632	4249	523	198	493	1258	61587	3673	823	11575	932	815	294	2102	229	26200	365	440	673	1724	66422	377	395	338	458	1948	325	8812	13817	367	498	294	1916	400	2995	242	338	634	589	239	252	1776	378	315	845	2166	2404	506	177	2534	267	311	525	428	317	42261	3053	1732	13426	2643	36368	1634	390	3620	762	110236	5722	1527	20023	2267	1639	453	12840	284	51398	477	848
1296.05			7.347				981	1070	497	654	681	623	965	1264	39541	352	363	253	1630	1883	275	5334	9233	608	1236	315	1051	656	492	223	1340	481	279	361	325	3817	439	256	885	2021	22473	427	783	2225	301	276	491	258	276	27721	311	1858	6626	926	8931	646	235	677	2501	88919	5122	1270	49604	1193	1152	227	3528	245	42756	359	818	888	2527	98496	626	518	442	369	2468	264	12998	15444	400	631	331	2695	508	4138	212	576	892	520	416	232	1865	478	401	1009	2572	4066	824	214	3690	306	352	802	524	312	61631	5719	1911	22205	3028	39897	2462	389	6313	1637	133038	9697	2902	46922	2961	2174	482	20753	318	75268	795	888
654.567			7.357				29893	36956	22466	22361	24972	21477	27671	36264	366177	6290	11354	4033	45174	47310	3814	95892	158028	17178	39809	10376	30803	22856	17266	3893	38603	13821	9249	6988	4742	66525	9272	11054	28828	54305	250960	13836	34331	51471	4281	4698	12913	8353	4284	280379	10150	43538	108820	24664	132316	22113	3477	18845	52527	788104	87692	36127	397368	37580	31901	6776	67624	7720	446360	10785	22050	28948	65989	998843	17833	12639	15665	14708	55058	8641	166160	198509	14640	25252	7412	67021	13584	74536	8130	21187	32562	22082	14250	6250	45665	18246	15844	28394	59943	79448	19542	5247	73241	5600	11950	22266	16393	3886	541524	95350	51216	242619	70560	401451	59285	15360	99943	40730	1342265	134278	67893	406159	66633	51086	18886	255527	8938	639950	17655	26328
