Metabolite name	Local ID	Units	S00008979	S00008980	S00008981	S00008982	S00008983	S00008984	S00008985	S00008986	S00008987	S00008988	S00008989	S00008990	S00008991	S00008992	S00008993	S00008994	S00008995	S00008996	S00008997	S00008998	S00008999	S00009000	S00009001	S00009002	S00009003	S00009004	S00009005	S00009006	S00009007	S00009008
UNKNOWN 14383 BP *663.16146*, RT 5.32011	765397	Counts	150312	195978	173156	158435	53412	100844	151131	210889	31536	65001	133598	62098	122142	269256	104758	171506	172940	188532	79527	75535	164731	274420	25678	207710	225103	176403	63819	141532	105507	193174
UNKNOWN 14384 BP *367.31882*, RT 5.3211	765398	Counts	1376592	1517021	1206474	878414	538085	1726588	1538750	1666982	600244	1163673	221778	157240	121943	371898	216711	79830	229538	210503	169193	135653	7303292	6368544	3120834	5042164	12179493	14238392	10378113	8981154	3445759	13746309
UNKNOWN 14385 BP *532.39463*, RT 5.31352	765399	Counts	359426	464010	285929	276430	120267	396345	287165	500619	209693	185332	116813	223079	326674	433799	180642	379509	319745	422301	219577	154605	336709		92943	386667	491449	189763		79367	45257	25145
UNKNOWN 14386 BP *717.54991*, RT 5.34429	765400	Counts	504629		389607	185965	288647	436690	223180	399473	42047	166738	112232	174161	213107	505824	358939	441425	341635	324118	331209	130608	737778	479017	135736	408894	392939	641729	374003	637290	550595	524077
UNKNOWN 14387 BP *585.47035*, RT 5.36383	765401	Counts	346413	312208	301066	292144	207432	383462	361659	374073	204447	336640	170646	179023	187718	362621	255077	276522	251827	290606	167802	156026	353481	377721	149941	315622	489052	402153	72178	249426	346505	455220
UNKNOWN 14388 BP *423.3229*, RT 5.38295	765402	Counts	398107	369449	386609	239989	153414	536165	506649	506896	109613	395736	88589	57332	149518	307018	140526	226994	192489	246161	52176	80972	320576	411470	114438	402623	585240	310595	61170	247832	396754	153476
UNKNOWN 14389 BP *543.50884*, RT 5.43264	765403	Counts	193078	297766	238927	214702	108370	338640	304600	311973	123561	259076	132341	216868	245740	367665	222108	256506	201638	286470	198907	125153	383889	408467	141807	295495	483412	400785	142812	484310	86411	336537
UNKNOWN 14390 BP *492.40435*, RT 5.4675	765404	Counts	1168541	1099016	296290	719394	244131	1215746	832895	1209089	339194	977866	6729040	902232	508764	1239492	582456	1060139	749697	1010613	541649	428589	1187091	1331358	452161	1193898	1526663	947551	551725	1256332	1262218	1230554
UNKNOWN 14391 BP *441.30225*, RT 5.49533	765405	Counts	851831	670683	557627	439126	314202	736426	709168	736365	146346	413312	6234807	597457	485790	698857	229421	614336	171292	649278	391388	342266	689226	758079	74589	369239	919861	648344		759572		166324
UNKNOWN 14392 BP *613.50119*, RT 5.86047	765406	Counts	278892	112356	264407	240841	74036	200685	153714	303065	77237	247576	138725	208773	170954	321762	163582	267498	223332	225582	82561	47991	298641	168457	44352	288681	444379	320282	109291	213116	106055	307039
UNKNOWN 14394 BP *520.43692*, RT 5.94595	765408	Counts	236970	282075	267061	265931	101263	363300	406309	358859	45537	247780	934457	114981	181720	384672	59138	161652	154220	263760	43151	27489	425838	95982	45748	378352	477045	390722	102522	80120	97327	153700
UNKNOWN 14398 BP *700.49045*, RT 6.07792	765412	Counts	407933	732489	589495	808139	548666	746551	711776	714056	543002	671882	1090065	892790	569865	1322481	1214287	734734	998937	1047870	1107196	761236	2296520	2722558	2232618	2208373	3984480	3487468	2564321	3968924	2432905	3201954
UNKNOWN 14399 BP *701.5531*, RT 6.11632	765413	Counts	1212168	2353565	1979394	2797832	1893834	2535492	2516585	2492411	850009	1300821	1654655	1679423	1458287	2590850	2289330	1825473	1869588	1982482	1813000	1470904	3862601	4399871	3621329	3214726	5359971	5693337	930914	6050155	2887497	857896
UNKNOWN 14401 BP *723.54218*, RT 6.14793	765415	Counts	11803517	7900214	10477063	10639900	5521642	10793239	13828167	8861751	5061567	11647902	3698490	7940691	2966164	9476994	8047716	7668601	8812678	5841997	6263301	4887149	7610977	17812595	10463777	11857352	18736764	24550566	16674681	22163124	13874455	18511136
UNKNOWN 14403 BP *726.5075*, RT 6.21474	765417	Counts	2284428	2473253	1888119	3005439	1730829	2614700	2486205	2529588	1593187	2169763		1255536		1715917		1028964	1175514	1272510	1254136	1119689	3194586	3224865	1435992	2640651	5075790	4449042	683333	4041687	3845943	4887286
UNKNOWN 14406 BP *558.48574*, RT 6.38621	765420	Counts	453129	435950	420812	413225	81668	519833	577562	565655	134504	218467	320468	302343	315021	668064	412206	178252	502142	453680	196389	207013	463663	340500	303737	602784	967270	653421	304368	338192	95970	153278
UNKNOWN 14412 BP *104.10781*, RT 6.50059	765426	Counts	200758	156691	130403	227683	111643	378527	238053	234175	40663	165930	96882	244978	230175	408049	74414	318879	185858	287161	77782	137977	357264	200236	58341	485967	431819	262331	137591	90002	198359	235138
UNKNOWN 14419 BP *1431.09663*, RT 6.55868	765433	Counts	757104	706594	600968	827846	402325	982222	949772	710107	349466	728022	452102	542690	430739	1102428	833962	567541	553301	680757	553280	428265	2928122	2398355	1443016	1751639	4541393	3511321	2112271	3232170	3055342	3426534
UNKNOWN 14422 BP *1460.07966*, RT 6.68296	765436	Counts	696340	538915	696544	573052	531675	788489	1062876	490997	382221	789948	920901	462655	263881	638729	734608	370110	515546	431164	557161	448363	2029883	2255194	1583401	1422514	2907645	3134481	2299333	3487892	3333323	3791173
UNKNOWN 14427 BP *1020.47795*, RT 6.76681	765441	Counts	419358	526171	388259	694751	216610	418654	504750	397032	151950	182958	93679	274284	100710	452646	142195	265981	261203	265834	122247	156225	357352	584912	289877	482972	254787	522429	171292	209735	246551	200871
UNKNOWN 14432 BP *611.60812*, RT 6.84304	765446	Counts	492778	546374	697941	591631	508862	1023363	877007	727761	309830	615907	893534	1109423	1047749	1105376	917702	1151514	911849	1139379	920455	586956	881625	1088376	587083	997123	616385	765411	587044	359334	268417	109195
UNKNOWN 14436 BP *780.55345*, RT 6.90157	765450	Counts	47804973	48206490	41132560	52946492	38199850	51407230	48476965	47981739	36993108	46598208	34013304	29837651	27894723	36987687	35222096	31858636	28309390	33354378	30873907	23274616	51043042	47671858	44653114	45424178	59194912	54625844	47395637	50334185	58991603	50876209
UNKNOWN 14442 BP *1046.48893*, RT 6.92557	765456	Counts	545907	525117	385731	590854	220390	236719	499761	442448	133132	280285	258719	469182	114828	479627	270814	357324	327876	515697	158605	90720	439385	308412	230222	546917	597388	373069	246103	112509	423996	219480
UNKNOWN 14443 BP *1052.49992*, RT 6.92814	765457	Counts	701778	794000	587408	921318	410611	755720	663839	339140	181185	252720	495899	546541	417384	670420	458686	594248	333428	555111	333201	403302	475934	764273	336539	747599	832259	646112	588274	225151	480493	105508
UNKNOWN 14444 BP *497.39708*, RT 6.92813	765458	Counts	300790	333908	139913	245360	54325	231848	217540	343396	67941	73602	168791	133099	298508	334089	195237	477951	198384	364407	197538	235776	204938	126627	103522	353036	212017	139756	134160	36255	44495	60177
UNKNOWN 14451 BP *856.58112*, RT 7.10006	765465	Counts	1565723	3097675	3449381	2971654	2938336	5530366	3910852	3721661	2869678	3381994	4565915	5391302	7908699	9040013	5500087	7201781	5505099	8706068	4446207	4274851	8524057	6918218	3882876	8170133	9381656	5486183	4066531	4150482	3232158	3670075
UNKNOWN 14458 BP *1054.51421*, RT 7.28033	765472	Counts	345222	851865	1067576	836809	678978	841753	665124	748346	308589	582505	703229	1006797	666204	754052	510529	865727	1091283	880561	613133	695704	148057	196390	263464	823479	144493	277952	565933	154047	297787	230213
UNKNOWN 14459 BP *986.52705*, RT 7.29618	765473	Counts	1472858	1371816	1453849	546905	1104545	1418279	1044288	1176357	1048552	652353	1103293	1514338	986949	1214192	878124	1331310	1107607	1363693	1237191	1176788	264678	1254852	468461	1369281	260434	511579	1149682	417206	636014	339115
UNKNOWN 14465 BP *1175.85869*, RT 7.4225	765479	Counts	574745	245373	510685	246486	488166	451805	647689	108737	634879	491377	463038	492132	60500	81446	858736	274009	622082	377184	384044	652820	647607	1115549	605072	725905	819289	1476942	521033	1005296	979855	378164
UNKNOWN 14466 BP *748.58367*, RT 7.51006	765480	Counts	892327	573508	1302890		471722	43563	1614610	428130	173216	1031864	267281	627678	342061	922718	1047384	468428	998614	490201	123916	787735	1101446	564058	812212	138170		1102239	781532	652533	1124685	610131
UNKNOWN 14467 BP *796.07217*, RT 7.51894	765481	Counts	413150	440073	917962	424031	357311	691436	768692	308369	425692	657182	507683	826626	321444	470806	728625	496418	667516	523741	652442	452210	596538	1096306	486708	826616	702587	943257	663194	472953	246868	635074
UNKNOWN 14468 BP *814.0516*, RT 7.4988	765482	Counts	137175	380470	282454	643437	230386	354031		577666	169812	322020	368688	245987	398169	645155		560322	188307	322773	260386	164591	928400	355662	347175	758325	262611	311382	173896	579146	479392	526721
UNKNOWN 14471 BP *980.51329*, RT 7.5078	765485	Counts	714363	2089611	500176	1856928	951986	1005916	411397	1047537	883490	642913	1075894	924556	1728377	2268999	488452	2034637	516851	2314479	1005243	433575	1369098	1265864	652548	2209025	1702376	627587	1230392	971386	981146	1025865
UNKNOWN 14472 BP *1074.50778*, RT 7.58294	765486	Counts	307430	186558	350133	210406	180261	264092	241102	67447	309805	294399	242293	279750	154453	158338	149092	193441	205063	74383	275162	355970	256888	221677	174554	201337	356892	351867	299617	236946	126163	175097
UNKNOWN 14474 BP *1006.52529*, RT 7.59405	765488	Counts	597376	367408	806075	475012	554932	476497	843361	141639	687075	686621	290627	538672	244531	283695	801819	348422	836475	360500	523750	731975	341878	569458	644069	449773	542848	809483	587300	430538	526795	406163
UNKNOWN 14475 BP *832.582*, RT 7.593	765489	Counts	12409786	2229805	15263357	2286208	12939209	7057530	16548507	2895503	12521931	5725503	5993078	7766167		1426971	11746997	3137854	9308569	2593213	6350968	9885962	836225		2952416	1475141	824285	4355038	689620	1637965	2755267	914338
UNKNOWN 14478 BP *413.27136*, RT 7.67645	765492	Counts	500504	413399	445252	392371	496802	414379	538299	423930	270710	499547	400177	425690	359147	314970	636635	344620	602981	438192	443071	596642	417116	433017	287563	417339	633796	812211	427027	430414	522139	400710
UNKNOWN 14480 BP *371.31559*, RT 7.64775	765494	Counts	396232	276053	267348	315352	341297	273575	308497	281779	295074	315027	238137	272005	335793	186440	249897	273024	398232		327089	354038	274886	226975	260854	217837	361668	297375	263972	182491	201355	190867
UNKNOWN 14481 BP *444.40444*, RT 7.66412	765495	Counts	434126	525201	519048	106225	387897	349523	576942	100900	521904	355619	333647	365321		217063	452282	283429	714390		349415	662876	286896	267720	370057	274824	227867	280742	258720	183800	215045	195080
UNKNOWN 14482 BP *472.33955*, RT 7.66882	765496	Counts	921282	959523	827425	884776	851365	774901	1014172	1060418	614020	647809	438775	841942	932257	632400	895656	669899	1160471		792670	896234	502413	569053	613985	542763	336281	601284	436986	427581	420815	391856
UNKNOWN 14483 BP *464.37309*, RT 7.67226	765497	Counts	400162		614602	490948	416112	382904	573002	415131	423671	436739	346857	374826	111309	253325	436585	134174	639478		360567	651065	254375	265248	351964	302712	174991	292906	249275	188694	214543	201764
UNKNOWN 14484 BP *410.34761*, RT 7.67938	765498	Counts	786712	411553	898521	684994	464982	605155	613468	918987	756192	783480	401566	340359	852242	569085	753666	696861	1134442	439349	658256	976783	500105	472462	453041	465496	665403	452422	470364	284693	353416	302275
UNKNOWN 14485 BP *435.34741*, RT 7.68107	765499	Counts	455373	486676	410199	636264	467578	430047	414826	598190	440545	441416	417968	392311	490831	392033	454135	422068	491969	438244	444758	457437	449719	415144	372502	393861	486524	393812	394472	295989	336110	343638
UNKNOWN 14486 BP *421.23441*, RT 7.68887	765500	Counts	231459	126242	202722	179555	233018	217630	264030	198917	229177	246599	127705	225814	216885	181765	213725	83022	303272	138791	201573	187772	163172	177739	164471	114540	141741	170474	118056	130952	125308	151666
UNKNOWN 14487 BP *381.29711*, RT 7.69017	765501	Counts	259249	183227	279577	181937	202313	214778	270559	199892	283314	227911	161717	212481	272443	182658	218788	188884	310551	200163	188270	285038	173116	169775	160211	129384	136065	185302	143706	119743	122068	98635
UNKNOWN 14488 BP *354.28515*, RT 7.68503	765502	Counts	479642	456622	435950	499136	436637	437907	432732	579685	391247	373037	396545	458984	477187	408981	398487	449523	585706	359427	345554	456577	343737	325197	322034	384365	374409	333315	368817	231495	255344	289634
UNKNOWN 14489 BP *295.18821*, RT 7.69303	765503	Counts	187359	277070	308509	311621	339593	300445	419785	185203	307237	343945	230449	341842	361290	243239	310264	278007	366752	270484	329495	178312	285827	267490	266096	275151	299439	293160	276766	202531	231559	266814
UNKNOWN 14490 BP *359.24078*, RT 7.68683	765504	Counts	467128	470090	606391	544134	413465	529332	600606	678854	653394	626900	472159	545015	651373	282617	485889	511569	868301	582596	623235	670122	434234	434216	524451	320734	410452	490918	334924	345712	326310	379422
UNKNOWN 14491 BP *475.32546*, RT 7.70064	765505	Counts	323796	311561	360938	341641	395567	369164	355102	394291	416641	358682	302469	306045	391201	307494	433596	350551	414597	329329	358343	416607	388941	310513	382317	340937	310430	349726	317015	257616	286752	242353
UNKNOWN 14492 BP *240.14983*, RT 7.72114	765506	Counts	256244	232793	362765	266970	241904	262465	288119	343210	298311	297775	221166	256861	279919	245213	340560	266492	438295	218452	290120	430053	251001	282888	288805	244240	257295	333477	265587	295777	241627	243914
UNKNOWN 14493 BP *124.07357*, RT 7.73421	765507	Counts	1079970	701440	934027	489493	823819	955497	908959	1133025	906553	836945	741485	704640	1046904	734018	1035283	852734	1322805	926487	992234	658405	949756	933391	930353	787286	1072358	1233435	1268738	755810	752695	764835
UNKNOWN 14494 BP *178.12281*, RT 7.78338	765508	Counts	316452	277027	169101	405956	233244	262886	110639	481128	319163	283978	194662	261964	462281	244800	420545	178718	331992	341114	164246	208831	268879	317342	293410	289310	347977	250584	191434	165455	161067	266793
UNKNOWN 14495 BP *305.1509*, RT 7.73983	765509	Counts	144123	87298	178904	125211	144242	122657	156025	113193	168965	124872	167255	140945	103432	134909	246378	119366	175905	142202	189400	234980	216065	217363	354833	145031	170442	621612	280037	426047	377762	275542
UNKNOWN 14496 BP *307.83056*, RT 7.74833	765510	Counts	820342	760749	494145	1179086	700416	796369	515513	741487	654438	602232	549629	742470	813776	799735	618478	818564	600714	873134	697557	642640	665710	728347	491114	755773	751995	584711	748841	593005	443406	610098
UNKNOWN 14497 BP *485.35803*, RT 7.75707	765511	Counts	510629	482432	529461	554545	516005	483321	486699	510683	554680	508431	505715	528218	522584	468739	531269	492670	579448	453879	532476	612484	475588	489135	481070	464480	465928	524901	513044	414334	441390	423669
UNKNOWN 14498 BP *186.04375*, RT 7.75336	765512	Counts	339652	235396	282247	278973	286243	314496	261966	306935	321140	293286	210353	245321	331180	288516	342913	323747	356899	315681	346488	343252	282451	282645	316697	273729	321010	370661	323737	293929	260175	237163
UNKNOWN 14499 BP *344.24271*, RT 7.75355	765513	Counts	254392	236107	367405	254072	229714	226470	285109	282381	254582	262687	233732	230405	273950	230429	299758	248111	386549	215668	249235	325761	218610	232811	237710	204749	222937	288361	235227	195310	210091	196484
UNKNOWN 14500 BP *300.26461*, RT 7.7551	765514	Counts	396387	430006	561968	447226	337045	365092	472560	453399	396730	370853	347181	354938	442533	353643	457868	383492	643964	409867	412909	555941	354172	366008	423056	365857	382235	465586	401559	357770	313817	349417
UNKNOWN 14502 BP *122.05774*, RT 7.83236	765516	Counts	517032	288534	448910	463477	804039	933913	706972	575179	962790	659832	854784	712622	957084	823930	752583	917447	701763	957452	624467	1100325	1013093	921464	745570	435437	530699	1394753	1096227	945665	908275	272152
UNKNOWN 14503 BP *322.11949*, RT 7.78845	765517	Counts	74583	16111	216039		68106	78186	113239	20180	97674	81509	85782	63671	94360	72156	108142	75710	302132	69749	75574	175985	102723	80957	139830	45455	95702	143775	81208	86407	103175	68594
UNKNOWN 14505 BP *293.11687*, RT 7.79415	765519	Counts	110999	10045	276945		119530	117752	125290	5795	196376	164872	173092	103058	141401	105914	330552	118135	492963	99079	165912	360789	165736	120462	419742	130714	143630	296949	136584	202717	241878	118316
UNKNOWN 14506 BP *249.1577*, RT 7.77819	765520	Counts	282917	217342	292369	248255	256055	274307	259295	286667	305169	292276	204455	252578	281201	237988	304759	275095	359514	267547	285767	326724	243622	252522	267484	253237	247098	316904	299545	249467	210360	221527
UNKNOWN 14507 BP *184.02839*, RT 7.83746	765521	Counts	480682	337973	457699	437835	426594	479865	237770	402340	525577	486899	391353	416350	434244	241704	576621	444636	587377	428571	539260	651158	472210	494207	598467	445992	520575	644485	386250	550504	479232	449890
UNKNOWN 14508 BP *677.87604*, RT 7.92329	765522	Counts	194843	14143	252362	72140	129861	275130	104485	16916	234425	230638	226203	236011	228974	248573	132871	164198	215384	96056	162857	43450	319296	114291	245371	264844	235311	118886	259197	145088	182475	87856
