database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180830_R008	20180830_R007	20180830_R006	20180830_R005	20180830_R009	20180830_R004	20180830_R001	20180903_R095	20180903_R097	20180903_R098	20180903_R099	20180903_QC_20	20180903_QC_21	20180903_R090	20180903_R091	20180903_R092	20180903_R093	20180903_QC_16	20180903_QC_17	20180903_QC_18	20180903_QC_19	20180903_QC_12	20180903_QC_13	20180830_R061	20180903_QC_14	20180830_R060	20180903_QC_15	20180830_R055	20180830_R054	20180830_R053	20180903_QC_11	20180830_R052	20180830_R056	20180830_R051	20180830_R050	20180903_R073	20180903_R075	20180903_R076	20180903_R077	20180903_R110	20180903_R078	20180903_R111	20180903_R112	20180830_R044	20180830_R042	20180830_R041	20180830_R048	20180830_R047	20180903_R070	20180830_R046	20180903_R071	20180830_R045	20180903_R072	20180903_R114	20180903_R115	20180903_R118	20180903_R119	20180830_QC_19	20180903_R084	20180903_R085	20180830_R039	20180903_R086	20180830_R038	20180903_R087	20180903_R120	20180903_R089	20180830_R033	20180830_R032	20180830_R031	20180830_R030	20180830_R037	20180903_R080	20180903_R081	20180830_R035	20180903_R083	20180830_QC_20	20180830_QC_21	20180830_R029	20180830_R028	20180830_R020	20180830_R026	20180830_R025	20180830_R024	20180830_R023	20180830_QC_15	20180830_QC_16	20180830_QC_17	20180830_QC_18	20180830_R019	20180903_R062	20180830_R018	20180903_R063	20180830_R017	20180903_R064	20180830_R016	20180903_R066	20180903_R067	20180903_R100	20180903_R068	20180903_R101	20180903_R069	20180903_R102	20180830_R011	20180830_R010	20180830_R015	20180830_R014	20180830_R013	20180830_R012	20180903_R103	20180903_R104	20180903_R105	20180903_R107	20180903_R108	20180903_R109
CHEBI:16482	C10H8	c1ccc2ccccc2c1	InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H	Naphthalene	163.0330624		"M+Cl, M+K-2H"	1	3.592716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:27410	C7H8N2O2	Cn1cc(ccc1=O)C(N)=O	"InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)"	N1-Methyl-2-pyridone-5-carboxamide	133.040201		"M-H2O-H, M+Na-2H"	1	3.592716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.9																																																																																																																					
CHEBI:2030	C4H6N4O	NC(=O)c1nc[nH]c1N	"InChI=1S/C4H6N4O/c5-3-2(4(6)9)7-1-8-3/h1H,5H2,(H2,6,9)(H,7,8)"	5-Aminoimidazole-4-carboxamide	251.1031282		2M-H	1	3.697566667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:30746	C7H6O2	OC(=O)c1ccccc1	"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)"	Benzoic acid	121.0288169		M-H	1	3.8137	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:17231	C7H8O	Cc1cccc(O)c1	"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3"	m-Cresol	107.0493787		M-H	1	3.929833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:89283	C7H12O2	C(CCC(C)=O)C(C)=O	"InChI=1S/C7H12O2/c1-6(8)4-3-5-7(2)9/h3-5H2,1-2H3"	"1,3-Diacetylpropane"	127.0752375		M-H	1	3.964783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:42639	C4H6O2	O=C1CCCO1	InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2	Gamma-Butyrolactone	171.0650693		2M-H	1	3.964783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:89015	C5H6N2	CC1=CN=CC=N1	"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3"	Methylpyrazine	187.0981473		2M-H	1	4.168283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39																																																																																																																					
CHEBI:89933	C8H14O4	CC(CC(C)C(=O)O)CC(=O)O	"InChI=1S/C8H14O4/c1-5(4-7(9)10)3-6(2)8(11)12/h5-6H,3-4H2,1-2H3,(H,9,10)(H,11,12)"	"2,4-Dimethyladipic acid"	173.0808197		M-H	1	4.284416667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:88773	C27H42O11	[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)OC2CC3(C4C(C5C(CC4=O)(C(CC5)(C(CO)O)O)C)CCC3CC2)C	"InChI=1S/C27H42O11/c1-25-9-13(37-24-21(33)19(31)20(32)22(38-24)23(34)35)5-3-12(25)4-6-14-15-7-8-27(36,17(30)11-28)26(15,2)10-16(29)18(14)25/h12-15,17-22,24,28,30-33,36H,3-11H2,1-2H3,(H,34,35)/t12?,13?,14?,15?,17?,18?,19-,20-,21+,22-,24+,25?,26?,27?/m0/s1"	Cortolone-3-glucuronide	541.2643735		M-H	1	4.452966667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:88811	C10H17NO5	C(CCCC(=O)O)CCC(=O)NCC(=O)O	"InChI=1S/C10H17NO5/c12-8(11-7-10(15)16)5-3-1-2-4-6-9(13)14/h1-7H2,(H,11,12)(H,13,14)(H,15,16)"	Suberylglycine	252.0864602		M+Na-2H	1	4.522883333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.6																																																																																																																					
CHEBI:86618	C9H18O2	CCCCCCC(=O)OCC	"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3"	Oenanthic ether	139.1116003		M-H2O-H	1	4.557833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:88728	C27H40O11	O1[C@@]2(C3C(C4C(C2)([C@H](CC4)C(=O)CO)C1O)CCC5[C@@]3(CCC(O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)[C@H]6O)C(O)=O)C5)C)[H]	"InChI=1S/C27H40O11/c1-26-7-6-12(36-24-21(32)19(30)20(31)22(38-24)23(33)34)8-11(26)2-3-13-14-4-5-15(16(29)10-28)27(14)9-17(18(13)26)37-25(27)35/h11-15,17-22,24-25,28,30-32,35H,2-10H2,1H3,(H,33,34)/t11?,12?,13?,14?,15-,17+,18?,19-,20+,21-,22+,24-,25?,26+,27?/m1/s1"	Tetrahydroaldosterone-3-glucuronide	539.2488289		M-H	1	4.557833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:133530	C8H11NO4S	C=1(C=CC(=CC1)CCN)OS(O)(=O)=O	"InChI=1S/C8H11NO4S/c9-6-5-7-1-3-8(4-2-7)13-14(10,11)12/h1-4H,5-6,9H2,(H,10,11,12)"	Tyramine-O-sulfate	198.0225599		M-H2O-H	1	4.586583333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.5																																																																																																																					
CHEBI:27747	C7H16N4O2	N[C@@H](CCCCNC(N)=N)C(O)=O	"InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1"	Homo-L-arginine	223.0960124		M+Cl	1	4.586583333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.1																																																																																																																					
CHEBI:17431	C5H14N4	NCCCCNC(N)=N	"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)"	Agmatine	165.0909876		M+Cl	1	4.7089	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:87774	C19H28O6S	C1[C@@]2([C@@]([C@@]3(C(C[C@@H](OS(O)(=O)=O)CC3)=C1)C)(CC[C@]4([C@]2(C[C@H](C4=O)O)[H])C)[H])[H]	"InChI=1S/C19H28O6S/c1-18-7-5-12(25-26(22,23)24)9-11(18)3-4-13-14(18)6-8-19(2)15(13)10-16(20)17(19)21/h3,12-16,20H,4-10H2,1-2H3,(H,22,23,24)/t12-,13+,14-,15-,16+,18-,19-/m0/s1"	16-hydroxy DHEA 3-sulfate	383.1521692		M-H	1	4.726383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:89714	C5H7NOS	CC(C1=NCCS1)=O	"InChI=1S/C5H7NOS/c1-4(7)5-6-2-3-8-5/h2-3H2,1H3"	"2-Acetyl-4,5-dihydrothiazole"	150.0006523		M+Na-2H	1	4.807566667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:17869	C6H12O3	OCCCCCC(O)=O	"InChI=1S/C6H12O3/c7-5-3-1-2-4-6(8)9/h7H,1-5H2,(H,8,9)"	6-Hydroxyhexanoic acid	131.0702405		M-H	1	4.877466667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:16737	C4H7N3O	CN1CC(=O)NC1=N	"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)"	Creatinine	225.1124083		2M-H	1	4.877466667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.7																																																																																																																					
CHEBI:28158	C20H34O6	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(O)=O	"InChI=1S/C20H34O6/c1-2-3-4-7-14(21)10-11-16-17(19(24)13-18(16)23)12-15(22)8-5-6-9-20(25)26/h10-11,14,16-19,21,23-24H,2-9,12-13H2,1H3,(H,25,26)/b11-10+/t14-,16+,17+,18+,19-/m0/s1"	6-Keto-prostaglandin F1a	369.2275466		M-H	1	4.923683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:61725	C8H14O	[H]C(=O)C([H])=C([H])CCCCC	"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3"	2-Octenal	171.1017113		M+FA-H	1	4.941166667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:89540	C5H8O	O=C(C=CC)C	"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3"	Methyl propenyl ketone	167.1062806		2M-H	1	5.011066667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.7																																																																																																																					
CHEBI:28031	C20H30O5	CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	"InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1"	Prostaglandin E3	331.1906815		"M-H2O-H, M+Cl"	1	5.046016667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:83037	C19H30O5S	C1[C@@]2([C@@]([C@@]3([C@](C[C@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4(C(CC[C@@]24[H])=O)C)[H])[H]	"InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13+,14-,15-,16-,18-,19-/m0/s1"	Androsterone sulfate	369.1732609		M-H	1	5.1272	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:89285	C11H12O4	C=1C(=C(C=CC1CC2CCC(O2)=O)O)O	"InChI=1S/C11H12O4/c12-9-3-1-7(6-10(9)13)5-8-2-4-11(14)15-8/h1,3,6,8,12-13H,2,4-5H2"	"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone"	415.1383981		2M-H	1	5.1971	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.6																																																																																																																					
CHEBI:61725	C8H14O	[H]C(=O)C([H])=C([H])CCCCC	"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3"	2-Octenal	171.101627		M+FA-H	1	5.278266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:88585	C11H16O	CC/C=C/CC1=C(C)CCC1=O	"InChI=1S/C11H16O/c1-3-4-5-6-10-9(2)7-8-11(10)12/h4-5H,3,6-8H2,1-2H3/b5-4+"	trans-Jasmone	209.1174594		M+FA-H	1	5.313233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:89285	C11H12O4	C=1C(=C(C=CC1CC2CCC(O2)=O)O)O	"InChI=1S/C11H12O4/c12-9-3-1-7(6-10(9)13)5-8-2-4-11(14)15-8/h1,3,6,8,12-13H,2,4-5H2"	"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone"	415.1385873		2M-H	1	5.36565	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.7																																																																																																																					
CHEBI:28865	C26H45NO7S	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCCS(O)(=O)=O	"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1"	Taurocholic acid	514.2843441		M-H	1	5.36565	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
CHEBI:61725	C8H14O	[H]C(=O)C([H])=C([H])CCCCC	"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3"	2-Octenal	171.1018605		M+FA-H	1	5.4643	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:89887	C10H14O4	OC(=O)CCCC(=C)C(=C)CC(O)=O	"InChI=1S/C10H14O4/c1-7(4-3-5-9(11)12)8(2)6-10(13)14/h1-6H2,(H,11,12)(H,13,14)"	"3,4-Methylene suberic acid"	197.0807807		M-H	1	5.49925	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:27747	C7H16N4O2	N[C@@H](CCCCNC(N)=N)C(O)=O	"InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1"	Homo-L-arginine	223.0960953		M+Cl	1	5.49925	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:132607	C16H22O5	C1(=CC=CC=C1C(=O)OCC(CC)CCC(C)O)C(=O)O	"InChI=1S/C16H22O5/c1-3-12(9-8-11(2)17)10-21-16(20)14-7-5-4-6-13(14)15(18)19/h4-7,11-12,17H,3,8-10H2,1-2H3,(H,18,19)"	Mono-(2-ethyl-5-hydroxyhexyl) phthalate	293.1388568		M-H	1	5.615383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:27452	C8H8	C=Cc1ccccc1	"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2"	Styrene	149.0607308		M+FA-H	1	5.667816667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.3																																																																																																																					
CHEBI:18102	C15H29NO4	CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1"	L-Octanoylcarnitine	268.1932168		M-H2O-H	1	5.702766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																					
CHEBI:145972	C23H38O2	O(CCCCCCCCCCCCCCCC)C(=O)C1=CC=CC=C1	"InChI=1S/C23H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-21-25-23(24)22-19-16-15-17-20-22/h15-17,19-20H,2-14,18,21H2,1H3"	Hexadecyl Benzoic acid	367.2616289		M+Na-2H	1	5.72025	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.3																																																																																																																					
CHEBI:89417	C25H38O8	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@]2(CC(C1)=O)[H])[H])(CC[C@@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)[H])C)[H])C	"InChI=1S/C25H38O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h12,14-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1"	5-alpha-Dihydrotestosterone glucuronide	465.2487002		M-H	1	5.737716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:4676	C12H22O4	OC(=O)CCCCCCCCCCC(O)=O	"InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)"	Dodecanedioic acid	229.143571		"M-H2O-H, M-H"	1	5.871316667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36																																																																																																																					
CHEBI:83037	C19H30O5S	C1[C@@]2([C@@]([C@@]3([C@](C[C@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4(C(CC[C@@]24[H])=O)C)[H])[H]	"InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13+,14-,15-,16-,18-,19-/m0/s1"	Androsterone sulfate	369.1737677		M-H	1	5.871316667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.9																																																																																																																					
CHEBI:89129	C26H43NO8S	C1[C@H](C[C@@]2([C@](C1)([C@@]3([C@@]([C@H](C2)O)([C@]4([C@](CC3)([C@](CC4)([C@@H](CCC(NCC(O)=O)=O)C)[H])C)[H])[H])[H])C)[H])OS(O)(=O)=O	"InChI=1S/C26H43NO8S/c1-15(4-7-22(29)27-14-23(30)31)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(35-36(32,33)34)12-16(25)13-21(24)28/h15-21,24,28H,4-14H2,1-3H3,(H,27,29)(H,30,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21+,24+,25+,26-/m1/s1"	"N-[(3a,5b,7b)-7-hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]-Glycine"	528.2626769		"M-2H, M-H"	1	5.8888	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36																																																																																																																					
CHEBI:32320	C12H20O2	CC(=O)OC(C)(C)C1CCC(C)=CC1	"InChI=1S/C12H20O2/c1-9-5-7-11(8-6-9)12(3,4)14-10(2)13/h5,11H,6-8H2,1-4H3"	alpha-Terpineol acetate	241.143102		M+FA-H	1	5.906266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																					
CHEBI:1189	C19H24O3	[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])CCc1cc(O)c(OC)cc21	"InChI=1S/C19H24O3/c1-19-8-7-12-13(15(19)5-6-18(19)21)4-3-11-9-16(20)17(22-2)10-14(11)12/h9-10,12-13,15,20H,3-8H2,1-2H3/t12-,13+,15-,19-/m0/s1"	2-Methoxyestrone	281.1545639		"M-H2O-H, M-H"	1	5.9525	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:88921	C14H22O	CCC(/C=C/C1=C(C)CCCC1(C)C)=O	"InChI=1S/C14H22O/c1-5-12(15)8-9-13-11(2)7-6-10-14(13,3)4/h8-9H,5-7,10H2,1-4H3/b9-8+"	"1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-1-penten-3-one"	227.1261768		"M-H, M+Na-2H"	1	5.969966667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:6456	C14H22N2O	CCN(CC)CC(=O)Nc1c(C)cccc1C	"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)"	Lidocaine	269.1421076		M+Cl	1	5.98745	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.5																																																																																																																					
CHEBI:88534	C10H18O2	C=CC1(C)CCC(C(C)(C)O)O1	"InChI=1S/C10H18O2/c1-5-10(4)7-6-8(12-10)9(2,3)11/h5,8,11H,1,6-7H2,2-4H3"	Linalyl oxide	215.1279313		M+FA-H	1	6.0224	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:23774	C9H14N2O6	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(=O)NC1=O	"InChI=1S/C9H14N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h4,6-8,12,14-15H,1-3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"	"5,6-Dihydrouridine"	245.0799341		M-H	1	6.0224	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.4																																																																																																																					
CHEBI:75009	C9H16N2O5	CC(C)[C@H](N)C(=O)N[C@@H](CC(O)=O)C(O)=O	"InChI=1S/C9H16N2O5/c1-4(2)7(10)8(14)11-5(9(15)16)3-6(12)13/h4-5,7H,3,10H2,1-2H3,(H,11,14)(H,12,13)(H,15,16)/t5-,7-/m0/s1"	Valyl-Aspartate	269.0543749		M+K-2H	1	6.0224	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
CHEBI:80774	C26H45NO6S	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3([C@H](C[C@@]2(C[C@@H](C1)O)[H])O)[H])(CC[C@]4([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[H])C)[H])C	"InChI=1S/C26H45NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20+,21+,22+,24+,25+,26-/m1/s1"	Tauroursodeoxycholic acid	498.2893721		M-H	1	6.074833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.1																																																																																																																					
